IDREG,INFORMAL_GROUP,ADDITIONAL_GROUP,CONCEPT,NAME,NAME_ENGLISH,RANK,OLD_BRC_CODE
74137,"moss",,"Bry_1781.1","Microbryum davallianum var. commutatum",,"Variety","0820  1781.1"
190033,"moss",,"Bry_1781.4","Microbryum davallianum var. conicum",,"Variety",
190032,"moss",,"Bry_1781.3","Microbryum davallianum var. davallianum sensu Blockeel et al. (2021)","Smallest Pottia","Variety",
74136,"moss",,"Bry_1781.2","Microbryum davallianum var. davallianum sensu Smith (2004)","Smallest Pottia","Variety","0820  1781.2"
74140,"moss",,"Bry_435","Microbryum floerkeanum","Floerke's Phascum","Species","0820   435"
74138,"moss",,"Bry_499","Microbryum rectum","Upright Pottia","Species","0820   499"
74134,"moss",,"Bry_500.2","Microbryum starckeanum","Starke's Pottia","Species","0820   500.2"
201024,"moss",,"Bry_4527","Microeurhynchium",,"Genus",
189856,"moss",,"Bry_529","Microeurhynchium pumilum","Dwarf Feather-moss","Species","0820   529"
190084,"moss",,"Bry_4493","Microhypnum",,"Genus",
190083,"moss",,"Bry_4489","Microhypnum sauteri",,"Species",
74049,"moss",,"Bry_1181","Micromitrium",,"Genus","0820  1181"
74050,"moss",,"Bry_400","Micromitrium tenerum","Millimetre Moss","Species","0820   400"
74313,"moss",,"Bry_1182","Mielichhoferia",,"Genus","0820  1182"
74314,"moss",,"Bry_378","Mielichhoferia elongata","Elongate Copper-moss","Species","0820   378"
74315,"moss",,"Bry_1006","Mielichhoferia mielichhoferiana","Alpine Copper-moss","Species","0820  1006"
74791,"moss",,"Bry_4249","Mielichhoferiaceae",,"Family",
74792,"moss",,"Bry_4250","Mniaceae",,"Family","0820 73"
74343,"moss",,"Bry_1183","Mnium",,"Genus","0820  1183"
74344,"moss",,"Bry_382","Mnium hornum","Swan's-neck Thyme-moss","Species","0820   382"
74347,"moss",,"Bry_384","Mnium lycopodioides","Ambiguous Thyme-moss","Species","0820   384"
74348,"moss",,"Bry_1080","Mnium marginatum","Bordered Thyme-moss","Species","0820  1080"
74350,"moss",,"Bry_390","Mnium marginatum var. dioicum",,"Variety","0820   390"
74349,"moss",,"Bry_385","Mnium marginatum var. marginatum",,"Variety","0820   385"
74345,"moss",,"Bry_393","Mnium spinosum","Spinose Thyme-moss","Species","0820   393"
74351,"moss",,"Bry_394","Mnium stellare","Starry Thyme-moss","Species","0820   394"
74346,"moss",,"Bry_387","Mnium thomsonii","Short-beaked Thyme-moss","Species","0820   387"
74045,"moss",,"Bry_1797","Molendoa",,"Genus","0820  1797"
74046,"moss",,"Bry_655","Molendoa warburgii","Warburg's Moss","Species","0820   655"
74549,"moss",,"Bry_1184","Myrinia",,"Genus","0820  1184"
74550,"moss",,"Bry_396","Myrinia pulvinata","Flood-moss","Species","0820   396"
74793,"moss",,"Bry_4251","Myriniaceae",,"Family","0820 95"
74616,"moss",,"Bry_1185","Myurella",,"Genus","0820  1185"
74617,"moss",,"Bry_397","Myurella julacea","Small Mouse-tail Moss","Species","0820   397"
74618,"moss",,"Bry_398","Myurella tenerrima","Dwarf Mouse-tail Moss","Species","0820   398"
74794,"moss",,"Bry_4252","Myuriaceae",,"Family","0820 74"
74686,"moss",,"Bry_1186","Myurium",,"Genus","0820  1186"
74687,"moss",,"Bry_399","Myurium hochstetteri","Hare-tail Moss","Species","0820   399"
113970,"moss",,"Bry_4421","Nanomitrium",,"Genus",
74666,"moss",,"Bry_1187","Neckera",,"Genus","0820  1187"
74670,"moss",,"Bry_401","Neckera complanata","Flat Neckera","Species","0820   401"
74668,"moss",,"Bry_402","Neckera crispa","Crisped Neckera","Species","0820   402"
74667,"moss",,"Bry_403","Neckera pennata","Feathered Neckera","Species","0820   403"
74669,"moss",,"Bry_404","Neckera pumila","Dwarf Neckera","Species","0820   404"
190149,"moss",,"Bry_367","Neckera smithii",,"Species",
74795,"moss",,"Bry_4253","Neckeraceae",,"Family","0820 75"
201025,"moss",,"Bry_4528","Nogopterium",,"Genus",
189857,"moss",,"Bry_508","Nogopterium gracile","Bird's-foot Wing-moss","Species","0820   508"
190174,"moss",,"Bry_4505","Nyholmiella",,"Genus",
190125,"moss",,"Bry_1007","Nyholmiella gymnostoma",,"Species",
190126,"moss",,"Bry_419","Nyholmiella obtusifolia",,"Species",
113971,"moss",,"Bry_4422","Octodiceras",,"Genus","0820  1188"
74796,"moss",,"Bry_4254","Oedipodiaceae",,"Family","0820 76"
74848,"moss",,"Bry_4306","Oedipodiales",,"Order",
74865,"moss",,"Bry_4323","Oedipodiopsida",,"Class",
73689,"moss",,"Bry_1189","Oedipodium",,"Genus","0820  1189"
73690,"moss",,"Bry_406","Oedipodium griffithianum","Gouty-moss","Species","0820   406"
73698,"moss",,"Bry_1190","Oligotrichum",,"Genus","0820  1190"
73699,"moss",,"Bry_407","Oligotrichum hercynicum","Hercynian Haircap","Species","0820   407"
113972,"moss",,"Bry_4423","Omalia",,"Genus",
73915,"moss",,"Bry_1191","Oncophorus",,"Genus","0820  1191"
190005,"moss",,"Bry_4478","Oncophorus integerrimus",,"Species",
73916,"moss",,"Bry_408","Oncophorus virens s.l.","Green Spur-moss","Species","0820   408"
190015,"moss",,"Bry_4482","Oncophorus virens s.str.",,"Species",
73917,"moss",,"Bry_409","Oncophorus wahlenbergii","Wahlenberg's Spur-moss","Species","0820   409"
74797,"moss",,"Bry_4255","Orthodontiaceae",,"Family",
74372,"moss",,"Bry_1192","Orthodontium",,"Genus","0820  1192"
74374,"moss",,"Bry_410","Orthodontium gracile","Slender Thread-moss","Species","0820   410"
74373,"moss",,"Bry_411","Orthodontium lineare","Cape Thread-moss","Species","0820   411"
74621,"moss",,"Bry_1193","Orthothecium",,"Genus","0820  1193"
74623,"moss",,"Bry_412","Orthothecium intricatum","Fine-leaved Leskea","Species","0820   412"
74622,"moss",,"Bry_413","Orthothecium rufescens","Red Leskea","Species","0820   413"
74798,"moss",,"Bry_4256","Orthotrichaceae",,"Family","0820 77"
74849,"moss",,"Bry_4307","Orthotrichales",,"Order","0820 3100"
74196,"moss",,"Bry_1194","Orthotrichum",,"Genus","0820  1194"
188429,"moss",,"Bry_4463","Orthotrichum alpestre",,"Species",
74205,"moss",,"Bry_415","Orthotrichum anomalum","Anomalous Bristle-moss","Species","0820   415"
118311,"moss",,"Bry_4457","Orthotrichum cambrense",,"Species",
189858,"moss",,"Bry_1407","Orthotrichum columbicum",,"Species","0820  1407"
74206,"moss",,"Bry_416","Orthotrichum cupulatum","Hooded Bristle-moss","Species","0820   416"
73182,"moss",,"Bry_416.1","Orthotrichum cupulatum var. cupulatum",,"Variety","0820   416.1"
72860,"moss",,"Bry_416.2","Orthotrichum cupulatum var. nudum",,"Variety","0820   416.2"
73183,"moss",,"Bry_416.2","Orthotrichum cupulatum var. riparium",,"Variety","0820   416.2"
74213,"moss",,"Bry_417","Orthotrichum diaphanum","White-tipped Bristle-moss","Species","0820   417"
74211,"moss",,"Bry_420","Orthotrichum pallens","Pale Bristle-moss","Species","0820   420"
189970,"moss",,"Bry_4470","Orthotrichum patens",,"Species",
74214,"moss",,"Bry_421","Orthotrichum pulchellum","Elegant Bristle-moss","Species","0820   421"
74212,"moss",,"Bry_424","Orthotrichum pumilum s.l.","Dwarf Bristle-moss","Species aggregate","0820   424"
189997,"moss",,"Bry_4473","Orthotrichum pumilum s.str.","Dwarf Bristle-moss","Species",
74207,"moss",,"Bry_422","Orthotrichum rivulare","River Bristle-moss","Species","0820   422"
104309,"moss",,"Bry_4374","Orthotrichum rogeri",,"Species",
118171,"moss",,"Bry_4451","Orthotrichum scanicum",,"Species",
72861,"moss",,"Bry_4472","Orthotrichum schimperi",,"Species","0820   424"
74208,"moss",,"Bry_427","Orthotrichum sprucei","Spruce's Bristle-moss","Species","0820   427"
74209,"moss",,"Bry_428","Orthotrichum stramineum","Straw Bristle-moss","Species","0820   428"
74210,"moss",,"Bry_430","Orthotrichum tenellum","Slender Bristle-moss","Species","0820   430"
74514,"moss",,"Bry_3100","Oxyrrhynchium",,"Genus","0820  3100"
74516,"moss",,"Bry_256","Oxyrrhynchium hians","Swartz's Feather-moss","Species","0820   256"
74517,"moss",,"Bry_253","Oxyrrhynchium schleicheri","Twist-tip Feather-moss","Species","0820   253"
74518,"moss",,"Bry_254","Oxyrrhynchium speciosum","Showy Feather-moss","Species","0820   254"
113973,"moss",,"Bry_4424","Oxystegus",,"Genus",
118168,"moss",,"Bry_4448","Oxystegus minor",,"Species",
118230,"moss",,"Bry_4455","Oxystegus tenuirostris s.l.",,"Species aggregate",
74177,"moss",,"Bry_1196","Paludella",,"Genus","0820  1196"
74178,"moss",,"Bry_431","Paludella squarrosa","Tufted Fen-moss","Species","0820   431"
74399,"moss",,"Bry_1798","Palustriella",,"Genus","0820  1798"
74400,"moss",,"Bry_161","Palustriella commutata s.l.","Curled Hook-moss","Species aggregate","0820   161"
73184,"moss",,"Bry_161.1","Palustriella commutata s.str.",,"Species","0820   161.1"
73185,"moss",,"Bry_161.3","Palustriella commutata var. sulcata",,"Variety","0820   161.3"
74402,"moss",,"Bry_162","Palustriella decipiens","Lesser Curled Hook-moss","Species","0820   162"
74401,"moss",,"Bry_161.2","Palustriella falcata",,"Species","0820   161.2"
74059,"moss",,"Bry_1799","Paraleptodontium",,"Genus","0820  1799"
73963,"moss",,"Bry_1197","Paraleucobryum",,"Genus","0820  1197"
73964,"moss",,"Bry_432","Paraleucobryum longifolium","Long-leaved Fork-moss","Species","0820   432"
74127,"moss",,"Bry_1198","Phascum",,"Genus","0820  1198"
74131,"moss",,"Bry_434.4","Phascum cuspidatum var. schreberianum","Schreberian Earth-moss","Variety","0820   434.4"
74241,"moss",,"Bry_1199","Philonotis",,"Genus","0820  1199"
74245,"moss",,"Bry_436","Philonotis caespitosa","Tufted Apple-moss","Species","0820   436"
74249,"moss",,"Bry_437","Philonotis calcarea","Thick-nerved Apple-moss","Species","0820   437"
72878,"moss",,"Bry_438","Philonotis capillaris",,"Species","0820   438"
74250,"moss",,"Bry_68","Philonotis cernua","Swan-necked Apple-moss","Species","0820    68"
74246,"moss",,"Bry_439","Philonotis fontana","Fountain Apple-moss","Species","0820   439"
74243,"moss",,"Bry_1009","Philonotis marchica","Bog Apple-moss","Species","0820  1009"
74242,"moss",,"Bry_440","Philonotis rigida","Rigid Apple-moss","Species","0820   440"
74248,"moss",,"Bry_441","Philonotis seriata","Spiral Apple-moss","Species","0820   441"
74247,"moss",,"Bry_439.4","Philonotis tomentella","Woolly Apple-moss","Species","0820   439.4"
113974,"moss",,"Bry_4425","Physcomitrella",,"Genus",
73745,"moss",,"Bry_1201","Physcomitrium",,"Genus","0820  1201"
73747,"moss",,"Bry_1010","Physcomitrium eurystomum","Norfolk Bladder-moss","Species","0820  1010"
190135,"moss",,"Bry_442","Physcomitrium patens",,"Species",
73746,"moss",,"Bry_443","Physcomitrium pyriforme","Common Bladder-moss","Species","0820   443"
190134,"moss",,"Bry_4444","Physcomitrium readeri",,"Species",
73748,"moss",,"Bry_444","Physcomitrium sphaericum","Dwarf Bladder-moss","Species","0820   444"
190027,"moss",,"Bry_4484","Physcomitrium x stevensonii",,"Species hybrid",
113975,"moss",,"Bry_4426","Pictus",,"Genus","0820  1202"
73187,"moss",,"Bry_1039","Pictus scoticus","Pict-moss","Species","0820  1039"
74799,"moss",,"Bry_4257","Pilotrichaceae",,"Family",
74253,"moss",,"Bry_1203","Plagiobryum",,"Genus","0820  1203"
74800,"moss",,"Bry_4258","Plagiomniaceae",,"Family",
74358,"moss",,"Bry_1204","Plagiomnium",,"Genus","0820  1204"
74360,"moss",,"Bry_379","Plagiomnium affine","Many-fruited Thyme-moss","Species","0820   379"
74359,"moss",,"Bry_381","Plagiomnium cuspidatum","Woodsy Thyme-moss","Species","0820   381"
74362,"moss",,"Bry_392","Plagiomnium elatum","Tall Thyme-moss","Species","0820   392"
74363,"moss",,"Bry_391","Plagiomnium ellipticum","Marsh Thyme-moss","Species","0820   391"
74361,"moss",,"Bry_386","Plagiomnium medium","Alpine Thyme-moss","Species","0820   386"
74365,"moss",,"Bry_383","Plagiomnium rostratum","Long-beaked Thyme-moss","Species","0820   383"
74364,"moss",,"Bry_395","Plagiomnium undulatum","Hart's-tongue Thyme-moss","Species","0820   395"
74232,"moss",,"Bry_1205","Plagiopus",,"Genus","0820  1205"
74233,"moss",,"Bry_447","Plagiopus oederianus","Oeder's Apple-moss","Species","0820   447"
74801,"moss",,"Bry_4259","Plagiotheciaceae",,"Family","0820 78"
74624,"moss",,"Bry_1206","Plagiothecium",,"Genus","0820  1206"
74633,"moss",,"Bry_454","Plagiothecium cavifolium","Round Silk-moss","Species","0820   454"
74631,"moss",,"Bry_448","Plagiothecium curvifolium","Curved Silk-moss","Species","0820   448"
74627,"moss",,"Bry_449","Plagiothecium denticulatum","Dented Silk-moss","Species","0820   449"
74628,"moss",,"Bry_449.1","Plagiothecium denticulatum var. denticulatum",,"Variety","0820   449.1"
74629,"moss",,"Bry_449.2","Plagiothecium denticulatum var. obtusifolium",,"Variety","0820   449.2"
72443,"moss",,"Bry_455","Plagiothecium denticulatum var. undulatum",,"Variety",
74630,"moss",,"Bry_450","Plagiothecium laetum","Bright Silk-moss","Species","0820   450"
118162,"moss",,"Bry_4446","Plagiothecium laetum s.l.",,"Species aggregate",
74625,"moss",,"Bry_451","Plagiothecium latebricola","Alder Silk-moss","Species","0820   451"
201049,"moss",,"Bry_4550","Plagiothecium longisetum",,"Species",
74635,"moss",,"Bry_456","Plagiothecium nemorale","Woodsy Silk-moss","Species","0820   456"
74626,"moss",,"Bry_452","Plagiothecium piliferum","Hair Silk-moss","Species","0820   452"
74632,"moss",,"Bry_453","Plagiothecium platyphyllum","Alpine Silk-moss","Species","0820   453"
73190,"moss",,"Bry_455","Plagiothecium ruthei","Swamp Silk-moss","Species","0820   455"
74634,"moss",,"Bry_458","Plagiothecium succulentum","Juicy Silk-moss","Species","0820   458"
74636,"moss",,"Bry_459","Plagiothecium undulatum","Waved Silk-moss","Species","0820   459"
74493,"moss",,"Bry_4146","Plasteurhynchium",,"Genus",
74494,"moss",,"Bry_247","Plasteurhynchium meridionale","Portland Feather-moss","Species","0820   247"
74495,"moss",,"Bry_364","Plasteurhynchium striatulum","Lesser Striated Feather-moss","Species","0820   364"
74619,"moss",,"Bry_1207","Platydictya",,"Genus","0820  1207"
74620,"moss",,"Bry_15","Platydictya jungermannioides","Spruce's Leskea","Species","0820    15"
74647,"moss",,"Bry_1208","Platygyrium",,"Genus","0820  1208"
74648,"moss",,"Bry_1011","Platygyrium repens","Flat-brocade Moss","Species","0820  1011"
74498,"moss",,"Bry_3200","Platyhypnidium",,"Genus","0820  3200"
189861,"moss",,"Bry_338","Platyhypnum duriusculum","Broad-leaved Brook-moss","Species","0820   338"
189862,"moss",,"Bry_341","Platyhypnum molle","Soft Brook-moss","Species","0820   341"
189863,"moss",,"Bry_343","Platyhypnum smithii","Arctic Brook-moss","Species","0820   343"
190172,"moss",,"Bry_4503","Plenogemma",,"Genus",
190123,"moss",,"Bry_637","Plenogemma phyllantha",,"Species",
73870,"moss",,"Bry_1209","Pleuridium",,"Genus","0820  1209"
73871,"moss",,"Bry_460","Pleuridium acuminatum","Taper-leaved Earth-moss","Species","0820   460"
73872,"moss",,"Bry_461","Pleuridium subulatum","Awl-leaved Earth-moss","Species","0820   461"
74030,"moss",,"Bry_1210","Pleurochaete",,"Genus","0820  1210"
74600,"moss",,"Bry_1211","Pleurozium",,"Genus","0820  1211"
74601,"moss",,"Bry_463","Pleurozium schreberi","Red-stemmed Feather-moss","Species","0820   463"
73700,"moss",,"Bry_1212","Pogonatum",,"Genus","0820  1212"
73702,"moss",,"Bry_479","Pogonatum aloides","Aloe Haircap","Species","0820   479"
73701,"moss",,"Bry_486","Pogonatum nanum","Dwarf Haircap","Species","0820   486"
73703,"moss",,"Bry_489","Pogonatum urnigerum","Urn Haircap","Species","0820   489"
74316,"moss",,"Bry_1213","Pohlia",,"Genus","0820  1213"
72902,"moss",,"Bry_464","Pohlia acuminata",,"Species","0820   464"
74327,"moss",,"Bry_1355","Pohlia andalusica","Gravel Thread-moss","Species","0820  1355"
74329,"moss",,"Bry_466","Pohlia annotina","Pale-fruited Thread-moss","Species","0820   466"
74328,"moss",,"Bry_467","Pohlia bulbifera","Blunt-bud Thread-moss","Species","0820   467"
74331,"moss",,"Bry_1012","Pohlia camptotrachela","Crookneck Nodding-moss","Species","0820  1012"
74321,"moss",,"Bry_468","Pohlia cruda","Opal Thread-moss","Species","0820   468"
74320,"moss",,"Bry_1013","Pohlia crudoides","Lapland Thread-moss","Species","0820  1013"
74324,"moss",,"Bry_471","Pohlia drummondii","Drummond's Thread-moss","Species","0820   471"
74317,"moss",,"Bry_1081","Pohlia elongata","Long-fruited Thread-moss","Species","0820  1081"
72910,"moss",,"Bry_4434","Pohlia elongata subsp. elongata",,"Subspecies",
73191,"moss",,"Bry_464","Pohlia elongata subsp. elongata var. acuminata","Sharp-leaved Thread-moss","Variety","0820   464"
73192,"moss",,"Bry_472","Pohlia elongata subsp. elongata var. elongata",,"Variety","0820   472"
74318,"moss",,"Bry_1766","Pohlia elongata var. elongata",,"Variety","0820  1766"
74319,"moss",,"Bry_476","Pohlia elongata var. greenii","Changeable Thread-moss","Variety","0820   476"
74326,"moss",,"Bry_473","Pohlia filum","Fat-bud Thread-moss","Species","0820   473"
74332,"moss",,"Bry_1016","Pohlia flexuosa","Orange-bud Thread-moss","Species","0820  1016"
74335,"moss",,"Bry_1014","Pohlia lescuriana","Pretty Nodding-moss","Species","0820  1014"
74333,"moss",,"Bry_474","Pohlia ludwigii","Ludwig's Thread-moss","Species","0820   474"
74334,"moss",,"Bry_1015","Pohlia lutescens","Yellow Thread-moss","Species","0820  1015"
74336,"moss",,"Bry_470","Pohlia melanodon","Pink-fruited Thread-moss","Species","0820   470"
74322,"moss",,"Bry_475","Pohlia nutans","Nodding Thread-moss","Species","0820   475"
74323,"moss",,"Bry_469","Pohlia obtusifolia","Blunt-leaved Thread-moss","Species","0820   469"
74330,"moss",,"Bry_1354","Pohlia proligera s.str.","Bent-bud Thread-moss","Species","0820  1354"
74325,"moss",,"Bry_1048","Pohlia scotica","Scottish Thread-moss","Species","0820  1048"
74337,"moss",,"Bry_465","Pohlia wahlenbergii","Pale Glaucous Thread-moss","Species","0820   465"
74340,"moss",,"Bry_465.2","Pohlia wahlenbergii var. calcarea",,"Variety","0820   465.2"
74339,"moss",,"Bry_465.3","Pohlia wahlenbergii var. glacialis",,"Variety","0820   465.3"
74338,"moss",,"Bry_465.1","Pohlia wahlenbergii var. wahlenbergii",,"Variety","0820   465.1"
74802,"moss",,"Bry_4260","Polytrichaceae",,"Family","0820 79"
74850,"moss",,"Bry_4308","Polytrichales",,"Order","0820 1900"
73704,"moss",,"Bry_3300","Polytrichastrum",,"Genus","0820  3300"
73705,"moss",,"Bry_481","Polytrichastrum alpinum","Alpine Haircap","Species","0820   481"
73708,"moss",,"Bry_487","Polytrichastrum sexangulare","Northern Haircap","Species","0820   487"
74866,"moss",,"Bry_4324","Polytrichopsida",,"Class",
73709,"moss",,"Bry_1214","Polytrichum",,"Genus","0820  1214"
73710,"moss",,"Bry_482","Polytrichum commune s.l.","Common Haircap","Species aggregate","0820   482"
190042,"moss",,"Bry_482.1","Polytrichum commune s.str.",,"Species",
73193,"moss",,"Bry_482.2","Polytrichum commune var. humile",,"Variety","0820   482.2"
72925,"moss",,"Bry_483","Polytrichum formosum","Bank Haircap","Species","0820   483"
73714,"moss",,"Bry_485","Polytrichum juniperinum","Juniper Haircap","Species","0820   485"
72927,"moss",,"Bry_484","Polytrichum longisetum","Slender Haircap","Species","0820   484"
190043,"moss",,"Bry_482.3","Polytrichum perigoniale",,"Species",
73713,"moss",,"Bry_488","Polytrichum piliferum","Bristly Haircap","Species","0820   488"
73715,"moss",,"Bry_480","Polytrichum strictum","Strict Haircap","Species","0820   480"
74872,"moss",,"Bry_4330","Pottia",,"Genus","0820  1215"
74803,"moss",,"Bry_4261","Pottiaceae",,"Family","0820 80"
74851,"moss",,"Bry_4309","Pottiales",,"Order","0820 2500"
74028,"moss",,"Bry_1800","Pottiopsis",,"Genus","0820  1800"
74029,"moss",,"Bry_492","Pottiopsis caespitosa","Round-fruited Pottia","Species","0820   492"
190184,"moss",,"Bry_4515","Pseudanomodon",,"Genus",
190150,"moss",,"Bry_31","Pseudanomodon attenuatus",,"Species",
73873,"moss",,"Bry_1216","Pseudephemerum",,"Genus","0820  1216"
