IDREG,INFORMAL_GROUP,ADDITIONAL_GROUP,CONCEPT,NAME,NAME_ENGLISH,RANK,OLD_BRC_CODE
52749,"flowering plant",,"Vas_21301","Pontederiaceae",,"Family","0920136"
52758,"flowering plant","dicot - eudicot","Vas_4550","Populus","Poplar","Genus","0920  4550"
52761,"flowering plant","dicot - eudicot","Vas_7874","Populus 'Balsam Spire' (P. balsamifera x trichocarpa)",,"Species hybrid","0920  7874"
52759,"flowering plant","dicot - eudicot","Vas_1549","Populus alba","White Poplar","Species","0920  1549"
52760,"flowering plant","dicot - eudicot","Vas_1551","Populus alba x tremula (P. x canescens)","Grey Poplar","Species hybrid","0920  1551"
52762,"flowering plant","dicot - eudicot","Vas_8178","Populus balsamifera","Eastern Balsam-poplar","Species","0920  8178"
52763,"flowering plant","dicot - eudicot","Vas_3523","Populus balsamifera x deltoides (P. x jackii)",,"Species hybrid","0920  3523"
52768,"flowering plant","dicot - eudicot","Vas_8564","Populus deltoides","Necklace Poplar","Species","0920  8564"
52769,"flowering plant","dicot - eudicot","Vas_9825","Populus deltoides 'Cordata'",,"Cultivar","0920  9825"
52772,"flowering plant","dicot - eudicot","Vas_1550","Populus deltoides x nigra (P. x canadensis)",,"Species hybrid","0920  1550"
52773,"flowering plant","dicot - eudicot","Vas_3524","Populus deltoides x trichocarpa (P. x generosa)",,"Species hybrid","0920  3524"
52776,"flowering plant","dicot - eudicot","Vas_8179","Populus laurifolia","Laurel-leaved Poplar","Species","0920  8179"
52777,"flowering plant","dicot - eudicot","Vas_7881","Populus laurifolia x nigra 'Italica' (P. x berolinensis)",,"Species hybrid","0920  7881"
52778,"flowering plant","dicot - eudicot","Vas_8565","Populus maximowiczii","Japanese Balsam-poplar","Species","0920  8565"
52780,"flowering plant","dicot - eudicot","Vas_7877","Populus nigra 'Gigantea'","Giant Lombardy-Poplar","Variety","0920  7877"
52781,"flowering plant","dicot - eudicot","Vas_1553","Populus nigra 'Italica'","Lombardy-poplar","Variety","0920  1553"
52783,"flowering plant","dicot - eudicot","Vas_7879","Populus nigra 'Plantierensis' (P. nigra subsp. betulifolia x nigra 'Italica')",,"Subspecies hybrid","0920  7879"
52790,"flowering plant","dicot - eudicot","Vas_5642","Populus nigra 'Vereecken'",,"Cultivar","0920  5642"
52779,"flowering plant","dicot - eudicot","Vas_9601","Populus nigra (fastigiate cultivars)",,"Subspecies aggregate","0920  9601"
52784,"flowering plant","dicot - eudicot","Vas_4313","Populus nigra s.l.","Black-poplar","Species aggregate","0920  4313"
52785,"flowering plant","dicot - eudicot","Vas_1554","Populus nigra subsp. betulifolia","Black-poplar","Subspecies","0920  1554"
52787,"flowering plant","dicot - eudicot","Vas_9863","Populus nigra subsp. nigra",,"Subspecies","0920  9863"
52793,"flowering plant","dicot - eudicot","Vas_1555","Populus tremula","Aspen","Species","0920  1555"
52794,"flowering plant","dicot - eudicot","Vas_8566","Populus tremuloides","American Aspen","Species","0920  8566"
52795,"flowering plant","dicot - eudicot","Vas_2548","Populus trichocarpa","Western Balsam-poplar","Species","0920  2548"
52796,"flowering plant","dicot - eudicot","Vas_2548.1","Populus trichocarpa 'Columbia River'",,"Cultivar","0920  2548.1"
52797,"flowering plant","dicot - eudicot","Vas_2548.2","Populus trichocarpa 'Trichobel'",,"Cultivar","0920  2548.2"
52800,"flowering plant","dicot - eudicot","Vas_1550.8","Populus x canadensis '178'",,"Species hybrid","0920  1550.8"
52801,"flowering plant","dicot - eudicot","Vas_1550.2","Populus x canadensis 'Eugenei' (P. x canadensis 'Regenerata' x nigra 'Italica')","Carolina Poplar","Species hybrid","0920  1550.2"
52802,"flowering plant","dicot - eudicot","Vas_1550.5","Populus x canadensis 'Gelrica'",,"Species hybrid","0920  1550.5"
52803,"flowering plant","dicot - eudicot","Vas_1550.7","Populus x canadensis 'Heidemij'",,"Species hybrid","0920  1550.7"
52804,"flowering plant","dicot - eudicot","Vas_1550.3","Populus x canadensis 'Marilandica' (P. x canadensis 'Serotina' x nigra)",,"Species hybrid","0920  1550.3"
52806,"flowering plant","dicot - eudicot","Vas_1550.4","Populus x canadensis 'Regenerata' (P. x canadensis 'Marilandica' x 'Serotina')","Railway Poplar","Species hybrid","0920  1550.4"
52808,"flowering plant","dicot - eudicot","Vas_1550.6","Populus x canadensis 'Robusta' (P. deltoides 'Cordata' x nigra 'Plantierensis')",,"Species hybrid","0920  1550.6"
52809,"flowering plant","dicot - eudicot","Vas_1550.1","Populus x canadensis 'Serotina' (P. deltoides x nigra)",,"Species hybrid","0920  1550.1"
52813,"flowering plant","dicot - eudicot","Vas_7496","Populus x canadensis 'Serotina' x Populus x jackii",,"Species hybrid","0920  7496"
52820,"flowering plant","dicot - eudicot","Vas_1552.1","Populus x jackii 'Aurora'",,"Cultivar","0920  1552.1"
52821,"flowering plant","dicot - eudicot","Vas_1552.2","Populus x jackii 'Gileadensis'",,"Cultivar","0920  1552.2"
52822,"flowering plant","dicot - eudicot","Vas_3525","Populus x jackii x P. nigra",,"Species hybrid","0920  3525"
52823,"flowering plant","dicot - eudicot","Vas_8567","Populus yunnanensis","Yunnan Poplar","Species","0920  8567"
52951,"flowering plant","dicot - eudicot","Vas_5172","Portulaca",,"Genus","0920  5172"
52952,"flowering plant","dicot - eudicot","Vas_8568","Portulaca grandiflora","Rose-moss","Species","0920  8568"
52953,"flowering plant","dicot - eudicot","Vas_1556","Portulaca oleracea","Common Purslane","Species","0920  1556"
52954,"flowering plant",,"Vas_21308","Portulacaceae",,"Family","0920137"
52985,"flowering plant","monocot","Vas_4551","Potamogeton","Pondweed","Genus","0920  4551"
52986,"flowering plant","monocot","Vas_1557","Potamogeton acutifolius","Sharp-leaved Pondweed","Species","0920  1557"
52987,"flowering plant","monocot","Vas_2495","Potamogeton acutifolius x berchtoldii (P. x sudermanicus)",,"Species hybrid","0920  2495"
52988,"flowering plant","monocot","Vas_2493","Potamogeton acutifolius x friesii (P. x pseudofriesii)",,"Species hybrid","0920  2493"
52989,"flowering plant","monocot","Vas_1558","Potamogeton alpinus","Red Pondweed","Species","0920  1558"
52990,"flowering plant","monocot","Vas_2491","Potamogeton alpinus x crispus (P. x olivaceus)","Graceful Pondweed","Species hybrid","0920  2491"
52991,"flowering plant","monocot","Vas_2489","Potamogeton alpinus x gramineus (P. x nericius)",,"Species hybrid","0920  2489"
52992,"flowering plant","monocot","Vas_2490","Potamogeton alpinus x lucens (P. x nerviger)",,"Species hybrid","0920  2490"
52993,"flowering plant","monocot","Vas_2492","Potamogeton alpinus x perfoliatus (P. x prussicus)",,"Species hybrid","0920  2492"
52994,"flowering plant","monocot","Vas_2485","Potamogeton alpinus x praelongus (P. x griffithii)",,"Species hybrid","0920  2485"
52995,"flowering plant","monocot","Vas_1559","Potamogeton berchtoldii","Small Pondweed","Species","0920  1559"
52996,"flowering plant","monocot","Vas_2487","Potamogeton berchtoldii x coloratus (P. x lanceolatus)",,"Species hybrid","0920  2487"
52997,"flowering plant","monocot","Vas_2497","Potamogeton berchtoldii x natans (P. x variifolius)",,"Species hybrid","0920  2497"
188368,"flowering plant","monocot","Vas_23897","Potamogeton berchtoldii x polygonifolius (P. x rivularis)",,"Species hybrid",
52998,"flowering plant","monocot","Vas_1561","Potamogeton coloratus","Fen Pondweed","Species","0920  1561"
52999,"flowering plant","monocot","Vas_1560","Potamogeton coloratus x gramineus (P. x billupsii)",,"Species hybrid","0920  1560"
53000,"flowering plant","monocot","Vas_1562","Potamogeton compressus","Grass-wrack Pondweed","Species","0920  1562"
53001,"flowering plant","monocot","Vas_1563","Potamogeton crispus","Curled Pondweed","Species","0920  1563"
53002,"flowering plant","monocot","Vas_2488","Potamogeton crispus x friesii (P. x lintonii)","Linton's Pondweed","Species hybrid","0920  2488"
53003,"flowering plant","monocot","Vas_2480","Potamogeton crispus x lucens (P. x cadburyae)",,"Species hybrid","0920  2480"
53004,"flowering plant","monocot","Vas_2481","Potamogeton crispus x perfoliatus (P. x cooperi)","Cooper's Pondweed","Species hybrid","0920  2481"
53005,"flowering plant","monocot","Vas_2496","Potamogeton crispus x praelongus (P. x undulatus)",,"Species hybrid","0920  2496"
53006,"flowering plant","monocot","Vas_2479","Potamogeton crispus x trichoides (P. x bennettii)",,"Species hybrid","0920  2479"
53008,"flowering plant","monocot","Vas_1565","Potamogeton epihydrus","American Pondweed","Species","0920  1565"
53009,"flowering plant","monocot","Vas_1566","Potamogeton filiformis","Slender-leaved Pondweed","Species","0920  1566"
53010,"flowering plant","monocot","Vas_1580","Potamogeton filiformis x pectinatus (P. x suecicus)","Swedish Pondweed","Species hybrid","0920  1580"
53011,"flowering plant","monocot","Vas_1567","Potamogeton friesii","Flat-stalked Pondweed","Species","0920  1567"
53012,"flowering plant","monocot","Vas_1568","Potamogeton gramineus","Various-leaved Pondweed","Species","0920  1568"
53014,"flowering plant","monocot","Vas_1582","Potamogeton gramineus x lucens (P. x zizii)","Long-leaved Pondweed","Species hybrid","0920  1582"
53015,"flowering plant","monocot","Vas_2494","Potamogeton gramineus x natans (P. x sparganiifolius)","Ribbon-Leaved Pondweed","Species hybrid","0920  2494"
53016,"flowering plant","monocot","Vas_1571","Potamogeton gramineus x perfoliatus (P. x nitens)","Bright-Leaved Pondweed","Species hybrid","0920  1571"
53017,"flowering plant","monocot","Vas_2484","Potamogeton gramineus x polygonifolius (P. x lanceolatifolius)",,"Species hybrid","0920  2484"
53018,"flowering plant","monocot","Vas_1569","Potamogeton lucens","Shining Pondweed","Species","0920  1569"
53019,"flowering plant","monocot","Vas_2482","Potamogeton lucens x natans (P. x fluitans)",,"Species hybrid","0920  2482"
53020,"flowering plant","monocot","Vas_1564","Potamogeton lucens x perfoliatus (P. x salicifolius)","Willow-leaved Pondweed","Species hybrid","0920  1564"
53021,"flowering plant","monocot","Vas_1570","Potamogeton natans","Broad-leaved Pondweed","Species","0920  1570"
53022,"flowering plant","monocot","Vas_5464","Potamogeton natans x nodosus (P. x schreberi)",,"Species hybrid","0920  5464"
53023,"flowering plant","monocot","Vas_2483","Potamogeton natans x polygonifolius (P. x gessnacensis)",,"Species hybrid","0920  2483"
188370,"flowering plant","monocot","Vas_23898","Potamogeton natans x praelongus (P. x vepsicus)",,"Species hybrid",
53024,"flowering plant","monocot","Vas_1572","Potamogeton nodosus","Loddon Pondweed","Species","0920  1572"
53025,"flowering plant","monocot","Vas_1573","Potamogeton obtusifolius","Blunt-leaved Pondweed","Species","0920  1573"
53027,"flowering plant","monocot","Vas_1574","Potamogeton pectinatus","Fennel Pondweed","Species","0920  1574"
53028,"flowering plant","monocot","Vas_3527","Potamogeton pectinatus x vaginatus (P. x bottnicus)",,"Species hybrid","0920  3527"
53029,"flowering plant","monocot","Vas_1575","Potamogeton perfoliatus","Perfoliate Pondweed","Species","0920  1575"
53030,"flowering plant","monocot","Vas_2259","Potamogeton perfoliatus x praelongus (P. x cognatus)",,"Species hybrid","0920  2259"
53031,"flowering plant","monocot","Vas_1576","Potamogeton polygonifolius","Bog Pondweed","Species","0920  1576"
53032,"flowering plant","monocot","Vas_1577","Potamogeton praelongus","Long-stalked Pondweed","Species","0920  1577"
53033,"flowering plant","monocot","Vas_1578","Potamogeton pusillus","Lesser Pondweed","Species","0920  1578"
53035,"flowering plant","monocot","Vas_2486","Potamogeton pusillus x trichoides (P. x grovesii)",,"Species hybrid","0920  2486"
53036,"flowering plant","monocot","Vas_1579","Potamogeton rutilus","Shetland Pondweed","Species","0920  1579"
53037,"flowering plant","monocot","Vas_1581","Potamogeton trichoides","Hairlike Pondweed","Species","0920  1581"
53038,"flowering plant","monocot","Vas_9826","Potamogeton vaginatus",,"Species","0920  9826"
53068,"flowering plant",,"Vas_21315","Potamogetonaceae",,"Family","0920138"
53089,"flowering plant","dicot - eudicot","Vas_5173","Potentilla","Cinquefoil","Genus","0920  5173"
53090,"flowering plant","dicot - eudicot","Vas_8569","Potentilla alba","White Cinquefoil","Species","0920  8569"
53091,"flowering plant","dicot - eudicot","Vas_8570","Potentilla alchemilloides","Alchemilla-leaved Cinquefoil","Species","0920  8570"
53092,"flowering plant","dicot - eudicot","Vas_1583","Potentilla anglica","Trailing Tormentil","Species","0920  1583"
53094,"flowering plant","dicot - eudicot","Vas_2709","Potentilla anglica x erecta (P. x suberecta)",,"Species hybrid","0920  2709"
53096,"flowering plant","dicot - eudicot","Vas_1584","Potentilla anserina","Silverweed","Species","0920  1584"
53097,"flowering plant","dicot - eudicot","Vas_1585","Potentilla argentea","Hoary Cinquefoil","Species","0920  1585"
53098,"flowering plant","dicot - eudicot","Vas_8571","Potentilla arguta","Tall Cinquefoil","Species","0920  8571"
53099,"flowering plant","dicot - eudicot","Vas_4267","Potentilla argyrophylla",,"Species","0920  4267"
117506,"flowering plant","dicot - eudicot","Vas_23716","Potentilla atrosanguinea",,"Species",
53100,"flowering plant","dicot - eudicot","Vas_8572","Potentilla aurea",,"Species","0920  8572"
53101,"flowering plant","dicot - eudicot","Vas_8573","Potentilla bifurca",,"Species","0920  8573"
53102,"flowering plant","dicot - eudicot","Vas_3872","Potentilla brauniana",,"Species","0920  3872"
53103,"flowering plant","dicot - eudicot","Vas_8574","Potentilla canadensis",,"Species","0920  8574"
53105,"flowering plant","dicot - eudicot","Vas_8575","Potentilla chrysantha","Thuringian Cinquefoil","Species","0920  8575"
53106,"flowering plant","dicot - eudicot","Vas_8576","Potentilla cinerea","Ashy Cinquefoil","Species","0920  8576"
53107,"flowering plant","dicot - eudicot","Vas_8577","Potentilla collina",,"Species","0920  8577"
53108,"flowering plant","dicot - eudicot","Vas_1587","Potentilla crantzii","Alpine Cinquefoil","Species","0920  1587"
53109,"flowering plant","dicot - eudicot","Vas_2708","Potentilla crantzii x neumanniana (P. x beckii)",,"Species hybrid","0920  2708"
53111,"flowering plant","dicot - eudicot","Vas_8578","Potentilla crassinervia",,"Species","0920  8578"
53112,"flowering plant","dicot - eudicot","Vas_8579","Potentilla cuneata",,"Species","0920  8579"
53113,"flowering plant","dicot - eudicot","Vas_1588","Potentilla erecta","Tormentil","Species","0920  1588"
53114,"flowering plant","dicot - eudicot","Vas_1588.1","Potentilla erecta subsp. erecta",,"Subspecies","0920  1588.1"
53115,"flowering plant","dicot - eudicot","Vas_1588.2","Potentilla erecta subsp. strictissima",,"Subspecies","0920  1588.2"
53116,"flowering plant","dicot - eudicot","Vas_7498","Potentilla erecta x reptans (P. x italica)",,"Species hybrid","0920  7498"
117507,"flowering plant","dicot - eudicot","Vas_23717","Potentilla eriocarpa",,"Species",
53117,"flowering plant","dicot - eudicot","Vas_1589","Potentilla fruticosa","Shrubby Cinquefoil","Species","0920  1589"
53118,"flowering plant","dicot - eudicot","Vas_4077","Potentilla hirta",,"Species","0920  4077"
53119,"flowering plant","dicot - eudicot","Vas_1586","Potentilla inclinata","Grey Cinquefoil","Species","0920  1586"
53120,"flowering plant","dicot - eudicot","Vas_1590","Potentilla intermedia","Russian Cinquefoil","Species","0920  1590"
53121,"flowering plant","dicot - eudicot","Vas_8580","Potentilla montana","Western Cinquefoil","Species","0920  8580"
53122,"flowering plant","dicot - eudicot","Vas_8581","Potentilla nepalensis",,"Species","0920  8581"
53123,"flowering plant","dicot - eudicot","Vas_1597","Potentilla neumanniana","Spring Cinquefoil","Species","0920  1597"
53124,"flowering plant","dicot - eudicot","Vas_1591","Potentilla norvegica","Ternate-leaved Cinquefoil","Species","0920  1591"
53125,"flowering plant","dicot - eudicot","Vas_1592","Potentilla palustris","Marsh Cinquefoil","Species","0920  1592"
53127,"flowering plant","dicot - eudicot","Vas_1593","Potentilla recta","Sulphur Cinquefoil","Species","0920  1593"
53128,"flowering plant","dicot - eudicot","Vas_1594","Potentilla reptans","Creeping Cinquefoil","Species","0920  1594"
53129,"flowering plant","dicot - eudicot","Vas_7497","Potentilla rivalis","Brook Cinquefoil","Species","0920  7497"
53130,"flowering plant","dicot - eudicot","Vas_1595","Potentilla rupestris","Rock Cinquefoil","Species","0920  1595"
53132,"flowering plant","dicot - eudicot","Vas_1596","Potentilla sterilis","Barren Strawberry","Species","0920  1596"
53133,"flowering plant","dicot - eudicot","Vas_8582","Potentilla supina",,"Species","0920  8582"
53135,"flowering plant","dicot - eudicot","Vas_8180","Potentilla thuringiaca",,"Species","0920  8180"
53136,"flowering plant","dicot - eudicot","Vas_8583","Potentilla tridentata","Three-toothed Cinquefoil","Species","0920  8583"
53140,"flowering plant","dicot - eudicot","Vas_2990","Potentilla x mixta s.l. (P. anglica or erecta x reptans)","Hybrid Cinquefoil","Species hybrid","0920  2990"
53141,"flowering plant","dicot - eudicot","Vas_3304","Potentilla x mixta s.str. (Potentilla anglica x reptans)",,"Species hybrid","0920  3304"
114806,"flowering plant","dicot - eudicot","Vas_23526","Poterium",,"Genus",
53202,"flowering plant","dicot - eudicot","Vas_9433","Prasium",,"Genus","0920  9433"
53203,"flowering plant","dicot - eudicot","Vas_8584","Prasium majus",,"Species","0920  8584"
53207,"flowering plant","dicot - eudicot","Vas_8454","Pratia",,"Genus","0920  8454"
53208,"flowering plant","dicot - eudicot","Vas_7499","Pratia angulata","Lawn Lobelia","Species","0920  7499"
53209,"flowering plant","dicot - eudicot","Vas_8585","Pratia arenaria","Chatham Island Pratia","Species","0920  8585"
117246,"flowering plant","dicot - eudicot","Vas_23616","Pratia pedunculata",,"Species",
53235,"flowering plant","dicot - eudicot","Vas_9434","Prenanthes",,"Genus","0920  9434"
53236,"flowering plant","dicot - eudicot","Vas_8586","Prenanthes purpurea","Purple Lettuce","Species","0920  8586"
53254,"flowering plant","dicot - eudicot","Vas_5174","Primula","Primrose","Genus","0920  5174"
53275,"flowering plant","dicot - eudicot","Vas_7884","Primula 'Wanda' (P. juliae x vulgaris)",,"Species hybrid","0920  7884"
53256,"flowering plant","dicot - eudicot","Vas_7500","Primula auricula","Auricula","Species","0920  7500"
53257,"flowering plant","dicot - eudicot","Vas_8587","Primula bulleyana",,"Species","0920  8587"
53258,"flowering plant","dicot - eudicot","Vas_9573","Primula denticulata","Drumstick Primrose","Species","0920  9573"
53259,"flowering plant","dicot - eudicot","Vas_1600","Primula elatior","Oxlip","Species","0920  1600"
53260,"flowering plant","dicot - eudicot","Vas_1601","Primula elatior x veris (P. x media)",,"Species hybrid","0920  1601"
53261,"flowering plant","dicot - eudicot","Vas_7504","Primula elatior x veris x vulgaris (P. x murbeckii)",,"Species hybrid","0920  7504"
53262,"flowering plant","dicot - eudicot","Vas_1602","Primula elatior x vulgaris (P. x digenea)",,"Species hybrid","0920  1602"
53263,"flowering plant","dicot - eudicot","Vas_1603","Primula farinosa","Bird's-eye Primrose","Species","0920  1603"
118154,"flowering plant","dicot - eudicot","Vas_23819","Primula floribunda",,"Species",
53264,"flowering plant","dicot - eudicot","Vas_7501","Primula florindae","Tibetan Cowslip","Species","0920  7501"
53265,"flowering plant","dicot - eudicot","Vas_7502","Primula japonica","Japanese Cowslip","Species","0920  7502"
53266,"flowering plant","dicot - eudicot","Vas_9779","Primula juliae","Julia's Primrose","Species","0920  9779"
118185,"flowering plant",,"Vas_23831","Primula prolifera","Yunnan Cowslip","Species",
53268,"flowering plant","dicot - eudicot","Vas_8181","Primula pulverulenta","Red Cowslip","Species","0920  8181"
53269,"flowering plant","dicot - eudicot","Vas_1604","Primula scotica","Scottish Primrose","Species","0920  1604"
53270,"flowering plant","dicot - eudicot","Vas_7503","Primula sikkimensis","Sikkim Cowslip","Species","0920  7503"
53271,"flowering plant","dicot - eudicot","Vas_8588","Primula spectabilis","Spectacular Primrose","Species","0920  8588"
53272,"flowering plant","dicot - eudicot","Vas_1605","Primula veris","Cowslip","Species","0920  1605"
53273,"flowering plant","dicot - eudicot","Vas_1606","Primula veris x vulgaris (P. x polyantha)","False Oxlip","Species hybrid","0920  1606"
53274,"flowering plant","dicot - eudicot","Vas_1607","Primula vulgaris","Primrose","Species","0920  1607"
53280,"flowering plant","dicot - eudicot","Vas_4456","Primula x polyantha cultivar",,"Species hybrid","0920  4456"
53281,"flowering plant","dicot - eudicot","Vas_8589","Primula x pruhonicensis",,"Species hybrid","0920  8589"
53284,"flowering plant",,"Vas_21322","Primulaceae",,"Family","0920139"
53285,"flowering plant",,"Vas_21329","Primulales",,"Order","092033"
53413,"flowering plant","dicot - eudicot","Vas_9435","Proboscidea",,"Genus","0920  9435"
53415,"flowering plant","dicot - eudicot","Vas_8590","Proboscidea louisianica","Purple-flowered Devil's-claw","Species","0920  8590"
53607,"flowering plant",,"Vas_21336","Proteales",,"Order","092037"
117428,"flowering plant","dicot - eudicot","Vas_23650","Proteanae",,"Superorder",
53733,"flowering plant","dicot - eudicot","Vas_5175","Prunella",,"Genus","0920  5175"
53736,"flowering plant","dicot - eudicot","Vas_8591","Prunella grandiflora","Large-flowered Selfheal","Species","0920  8591"
53737,"flowering plant","dicot - eudicot","Vas_1609","Prunella laciniata","Cut-leaved Selfheal","Species","0920  1609"
53738,"flowering plant","dicot - eudicot","Vas_1608","Prunella laciniata x vulgaris (P. x intermedia)","Hybrid Self-Heal","Species hybrid","0920  1608"
53740,"flowering plant","dicot - eudicot","Vas_1610","Prunella vulgaris","Selfheal","Species","0920  1610"
53744,"flowering plant","dicot - eudicot","Vas_4552","Prunus","Planted Cherry","Genus","0920  4552"
53746,"flowering plant","dicot - eudicot","Vas_8592","Prunus armeniaca","Apricot","Species","0920  8592"
53748,"flowering plant","dicot - eudicot","Vas_1611","Prunus avium","Wild Cherry","Species","0920  1611"
53749,"flowering plant","dicot - eudicot","Vas_1612","Prunus cerasifera","Cherry Plum","Species","0920  1612"
53750,"flowering plant","dicot - eudicot","Vas_1612.1","Prunus cerasifera var. cerasifera",,"Variety","0920  1612.1"
53751,"flowering plant","dicot - eudicot","Vas_1612.2","Prunus cerasifera var. pissardii","Cherry Plum","Variety","0920  1612.2"
117715,"flowering plant","dicot - eudicot","Vas_23804","Prunus cerasifera x spinosa (Prunus x simmleri)",,"Species hybrid",
53752,"flowering plant","dicot - eudicot","Vas_1613","Prunus cerasus","Dwarf Cherry","Species","0920  1613"
53753,"flowering plant","dicot - eudicot","Vas_8593","Prunus cornuta","Himalayan Bird-Cherry","Species","0920  8593"
53754,"flowering plant","dicot - eudicot","Vas_1614","Prunus domestica","Wild Plum","Species","0920  1614"
53755,"flowering plant","dicot - eudicot","Vas_1614.1","Prunus domestica subsp. domestica","Plum","Subspecies","0920  1614.1"
53756,"flowering plant","dicot - eudicot","Vas_1614.2","Prunus domestica subsp. insititia","Bullace;Damson","Subspecies","0920  1614.2"
53757,"flowering plant","dicot - eudicot","Vas_1614.3","Prunus domestica subsp. italica","Greengage","Subspecies","0920  1614.3"
53758,"flowering plant","dicot - eudicot","Vas_2702","Prunus domestica x spinosa (P. x fruticans)","Cherry","Species hybrid","0920  2702"
53759,"flowering plant","dicot - eudicot","Vas_7505","Prunus dulcis","Almond","Species","0920  7505"
53760,"flowering plant","dicot - eudicot","Vas_7506","Prunus incisa","Fuji Cherry","Species","0920  7506"
53762,"flowering plant","dicot - eudicot","Vas_1615","Prunus laurocerasus","Cherry Laurel","Species","0920  1615"
53763,"flowering plant","dicot - eudicot","Vas_2618","Prunus lusitanica","Portugal Laurel","Species","0920  2618"
53764,"flowering plant","dicot - eudicot","Vas_7507","Prunus mahaleb","St Lucie Cherry","Species","0920  7507"
53765,"flowering plant","dicot - eudicot","Vas_1616","Prunus padus","Bird Cherry","Species","0920  1616"
53766,"flowering plant","dicot - eudicot","Vas_7508","Prunus pensylvanica","Pin Cherry","Species","0920  7508"
53767,"flowering plant","dicot - eudicot","Vas_7509","Prunus persica","Peach","Species","0920  7509"
53768,"flowering plant","dicot - eudicot","Vas_8594","Prunus pumila",,"Species","0920  8594"
53769,"flowering plant","dicot - eudicot","Vas_4450","Prunus serotina","Rum Cherry","Species","0920  4450"
117508,"flowering plant","dicot - eudicot","Vas_23718","Prunus serrula",,"Species",
53770,"flowering plant","dicot - eudicot","Vas_4459","Prunus serrulata","Japanese Cherry","Species","0920  4459"
53771,"flowering plant","dicot - eudicot","Vas_1617","Prunus spinosa","Blackthorn","Species","0920  1617"
54039,"flowering plant","dicot - eudicot","Vas_8398","Pseudofumaria",,"Genus","0920  8398"
54040,"flowering plant","dicot - eudicot","Vas_7510","Pseudofumaria alba","Pale Corydalis","Species","0920  7510"
54041,"flowering plant","dicot - eudicot","Vas_556","Pseudofumaria lutea","Yellow Corydalis","Species","0920   556"
114807,"flowering plant","dicot - eudicot","Vas_23527","Pseudognaphalium",,"Genus",
54190,"flowering plant","monocot","Vas_5176","Pseudorchis",,"Genus","0920  5176"
54191,"flowering plant","monocot","Vas_947","Pseudorchis albida","Small-white Orchid","Species","0920   947"
54196,"flowering plant","dicot - eudicot","Vas_9436","Pseudorlaya",,"Genus","0920  9436"
54197,"flowering plant","dicot - eudicot","Vas_8595","Pseudorlaya pumila",,"Species","0920  8595"
54205,"flowering plant","monocot","Vas_4307","Pseudosasa japonica","Arrow Bamboo","Species","0920  4307"
54376,"flowering plant","monocot","Vas_5533","Psilurus",,"Genus","0920  5533"
54377,"flowering plant","monocot","Vas_4110","Psilurus incurvus",,"Species","0920  4110"
54427,"flowering plant","dicot - eudicot","Vas_8354","Psoralea",,"Genus","0920  8354"
54428,"flowering plant","dicot - eudicot","Vas_8184","Psoralea americana","Scurfy Pea","Species","0920  8184"
54429,"flowering plant","dicot - eudicot","Vas_8596","Psoralea bituminosa","Pitch Trefoil","Species","0920  8596"
54430,"flowering plant","dicot - eudicot","Vas_8597","Psoralea cinerea",,"Species","0920  8597"
54431,"flowering plant","dicot - eudicot","Vas_8598","Psoralea patens",,"Species","0920  8598"
54541,"flowering plant","dicot - eudicot","Vas_9438","Psylliostachys",,"Genus","0920  9438"
54542,"flowering plant","dicot - eudicot","Vas_8599","Psylliostachys leptostachya",,"Species","0920  8599"
54543,"flowering plant","dicot - eudicot","Vas_8600","Psylliostachys spicata",,"Species","0920  8600"
54544,"flowering plant","dicot - eudicot","Vas_8601","Psylliostachys suworowii","Rat's-tail Statice","Species","0920  8601"
54615,"flowering plant","dicot - eudicot","Vas_8477","Pterocarya",,"Genus","0920  8477"
54616,"flowering plant","dicot - eudicot","Vas_7511","Pterocarya fraxinifolia","Caucasian Wingnut","Species","0920  7511"
117631,"flowering plant","dicot - eudicot","Vas_23763","Pterocarya fraxinifolia x stenoptera (P. x rehderiana)",,"Species hybrid",
117633,"flowering plant","dicot - eudicot","Vas_23764","Pterocarya stenoptera",,"Species",
54886,"flowering plant","monocot","Vas_5179","Puccinellia","Saltmarsh-Grass","Genus","0920  5179"
54888,"flowering plant","monocot","Vas_1620","Puccinellia distans","Reflexed Saltmarsh-grass","Species","0920  1620"
54889,"flowering plant","monocot","Vas_1620.1","Puccinellia distans subsp. borealis","Northern Saltmarsh-grass","Subspecies","0920  1620.1"
54890,"flowering plant","monocot","Vas_1620.2","Puccinellia distans subsp. distans","Reflexed Saltmarsh-grass","Subspecies","0920  1620.2"
54891,"flowering plant","monocot","Vas_7512","Puccinellia distans x fasciculata",,"Species hybrid","0920  7512"
54892,"flowering plant","monocot","Vas_7513","Puccinellia distans x maritima (P. x hybrida)",,"Species hybrid","0920  7513"
54893,"flowering plant","monocot","Vas_7515","Puccinellia distans x rupestris (P. x pannonica)",,"Species hybrid","0920  7515"
54894,"flowering plant","monocot","Vas_1621","Puccinellia fasciculata","Borrer's Saltmarsh-grass","Species","0920  1621"
54895,"flowering plant","monocot","Vas_4235","Puccinellia festuciformis",,"Species","0920  4235"
54896,"flowering plant","monocot","Vas_1622","Puccinellia maritima","Common Saltmarsh-grass","Species","0920  1622"
54897,"flowering plant","monocot","Vas_7514","Puccinellia maritima x rupestris (P. x krusemaniana)",,"Species hybrid","0920  7514"
