"key"	"dataValue"	"taxonId"	"origTaxonId"	"preferredQualifiedTaxonName"	"preferredTaxon"	"preferredTaxonQualifier"	"origTaxon"	"origQualifier"	"notes"	"referenceSummary"	"reference entity id"
"Euonymus europaeus L."	"0920000762"	"2cd4p9h.10h"	"2cd4p9h.10h"	"Euonymus europaeus L."	"Euonymus europaeus"		"Euonymus europaeus"				
"Euphorbia amygdaloides var. robbiae (Turrill) Radcl.-Sm."	"0920000764.2"	"2cd4p9h.10q"	"2cd4p9h.7mm80r"	"Euphorbia amygdaloides subsp. robbiae (Turrill) Stace"	"Euphorbia amygdaloides subsp. robbiae"		"Euphorbia amygdaloides var. robbiae"				
"Euphorbia robbiae Turrill"	"0920000764.2"	"2cd4p9h.10q"	"2cd4p9h.7mm1sm"	"Euphorbia amygdaloides subsp. robbiae (Turrill) Stace"	"Euphorbia amygdaloides subsp. robbiae"		"Euphorbia robbiae"				
"Euphorbia amygdaloides subsp. robbiae (Turrill) Stace"	"0920000764.2"	"2cd4p9h.10q"	"2cd4p9h.10q"	"Euphorbia amygdaloides subsp. robbiae (Turrill) Stace"	"Euphorbia amygdaloides subsp. robbiae"		"Euphorbia amygdaloides subsp. robbiae"				
"Euphorbia helioscopia L."	"0920000772"	"2cd4p9h.10t"	"2cd4p9h.10t"	"Euphorbia helioscopia L."	"Euphorbia helioscopia"		"Euphorbia helioscopia"				
"Euphorbia portlandica L."	"0920000780"	"2cd4p9h.111"	"2cd4p9h.111"	"Euphorbia portlandica L."	"Euphorbia portlandica"		"Euphorbia portlandica"				
"Euphrasia micrantha Rchb."	"0920000796"	"2cd4p9h.117"	"2cd4p9h.117"	"Euphrasia micrantha Rchb."	"Euphrasia micrantha"		"Euphrasia micrantha"				
"Euphrasia rhumica Pugsley"	"0920000802"	"2cd4p9h.117"	"2cd4p9h.53w"	"Euphrasia micrantha Rchb."	"Euphrasia micrantha"		"Euphrasia rhumica"				
"Festuca rubra L. subsp. rubra"	"0920000825.1"	"2cd4p9h.11w"	"2cd4p9h.11w"	"Festuca rubra L. subsp. rubra"	"Festuca rubra subsp. rubra"		"Festuca rubra subsp. rubra"				
"Festuca rubra subsp. pruinosa (Hack.) Piper"	"0920000825.4"	"2cd4p9h.11m"	"2cd4p9h.7mm70a"	"Festuca rubra subsp. juncea (Hack.) K.Richt."	"Festuca rubra subsp. juncea"		"Festuca rubra subsp. pruinosa"				
"Festuca rubra subsp. juncea (Hack.) K.Richt."	"0920000825.4"	"2cd4p9h.11m"	"2cd4p9h.11m"	"Festuca rubra subsp. juncea (Hack.) K.Richt."	"Festuca rubra subsp. juncea"		"Festuca rubra subsp. juncea"				
"Fumaria capreolata L."	"0920000847"	"2cd4p9h.123"	"2cd4p9h.123"	"Fumaria capreolata L."	"Fumaria capreolata"		"Fumaria capreolata"				
"Fumaria officinalis L. subsp. officinalis var. officinalis"	"0920000854.3"	"2cd4p9h.12c"	"2cd4p9h.12c"	"Fumaria officinalis L. subsp. officinalis var. officinalis"	"Fumaria officinalis subsp. officinalis var. officinalis"		"Fumaria officinalis subsp. officinalis var. officinalis"				
"Fumaria vaillantii Loisel."	"0920000858"	"2cd4p9h.12f"	"2cd4p9h.12f"	"Fumaria vaillantii Loisel."	"Fumaria vaillantii"		"Fumaria vaillantii"				
"Galium cruciata (L.) Scop."	"0920000875"	"2cd4p9h.12x"	"2cd4p9h.7fnm42"	"Cruciata laevipes Opiz"	"Cruciata laevipes"		"Galium cruciata"				
"Cruciata laevipes Opiz"	"0920000875"	"2cd4p9h.12x"	"2cd4p9h.12x"	"Cruciata laevipes Opiz"	"Cruciata laevipes"		"Cruciata laevipes"				
"Galium sterneri Ehrend."	"0920000883.2"	"2cd4p9h.12z"	"2cd4p9h.12z"	"Galium sterneri Ehrend."	"Galium sterneri"		"Galium sterneri"				
"Galium tricornutum Dandy"	"0920000886"	"2cd4p9h.138"	"2cd4p9h.138"	"Galium tricornutum Dandy"	"Galium tricornutum"		"Galium tricornutum"				
"Galium verum L."	"0920000888"	"2cd4p9h.13b"	"2cd4p9h.13b"	"Galium verum L."	"Galium verum"		"Galium verum"				
"Gaultheria shallon Pursh"	"0920000890"	"2cd4p9h.13h"	"2cd4p9h.13h"	"Gaultheria shallon Pursh"	"Gaultheria shallon"		"Gaultheria shallon"				
"Gentianella amarella subsp. amarella s.l."	"0920000898"	"2cd4p9h.13n"	"2cd4p9h.13n"	"Gentianella amarella subsp. amarella s.l."	"Gentianella amarella subsp. amarella"	"s.l."	"Gentianella amarella subsp. amarella"	"s.l."			
"Gentiana germanica Willd."	"0920000903"	"2cd4p9h.13q"	"2cd4p9h.7mm25g"	"Gentianella germanica (Willd.) Börner"	"Gentianella germanica"		"Gentiana germanica"				
"Gentianella germanica (Willd.) Börner"	"0920000903"	"2cd4p9h.13q"	"2cd4p9h.13q"	"Gentianella germanica (Willd.) Börner"	"Gentianella germanica"		"Gentianella germanica"				
"Geranium endressii J.Gay"	"0920000908"	"2cd4p9h.144"	"2cd4p9h.144"	"Geranium endressii J.Gay"	"Geranium endressii"		"Geranium endressii"				
"Geranium phaeum L."	"0920000913"	"2cd4p9h.147"	"2cd4p9h.147"	"Geranium phaeum L."	"Geranium phaeum"		"Geranium phaeum"				
"Geranium pusillum L."	"0920000916"	"2cd4p9h.14a"	"2cd4p9h.14a"	"Geranium pusillum L."	"Geranium pusillum"		"Geranium pusillum"				
"Geranium rotundifolium L."	"0920000919"	"2cd4p9h.14d"	"2cd4p9h.14d"	"Geranium rotundifolium L."	"Geranium rotundifolium"		"Geranium rotundifolium"				
"Geranium versicolor L."	"0920000922"	"2cd4p9h.14g"	"2cd4p9h.14g"	"Geranium versicolor L."	"Geranium versicolor"		"Geranium versicolor"				
"Gladiolus italicus Mill."	"0920000927"	"2cd4p9h.14m"	"2cd4p9h.14m"	"Gladiolus italicus Mill."	"Gladiolus italicus"		"Gladiolus italicus"				
"Glechoma hederacea L."	"0920000931"	"2cd4p9h.14s"	"2cd4p9h.14s"	"Glechoma hederacea L."	"Glechoma hederacea"		"Glechoma hederacea"				
"Glyceria declinata Bréb."	"0920000932"	"2cd4p9h.153"	"2cd4p9h.153"	"Glyceria declinata Bréb."	"Glyceria declinata"		"Glyceria declinata"				
"Glyceria maxima (Hartm.) Holmb."	"0920000934"	"2cd4p9h.156"	"2cd4p9h.156"	"Glyceria maxima (Hartm.) Holmb."	"Glyceria maxima"		"Glyceria maxima"				
"Glyceria plicata (Fr.) Fr."	"0920000936"	"2cd4p9h.159"	"2cd4p9h.7mm27a"	"Glyceria notata Chevall."	"Glyceria notata"		"Glyceria plicata"				
"Glyceria notata Chevall."	"0920000936"	"2cd4p9h.159"	"2cd4p9h.159"	"Glyceria notata Chevall."	"Glyceria notata"		"Glyceria notata"				
"Filaginella uliginosa (L.) Opiz"	"0920000941"	"2cd4p9h.15v"	"2cd4p9h.7mm21z"	"Gnaphalium uliginosum L."	"Gnaphalium uliginosum"		"Filaginella uliginosa"				
"Gnaphalium uliginosum L."	"0920000941"	"2cd4p9h.15v"	"2cd4p9h.15v"	"Gnaphalium uliginosum L."	"Gnaphalium uliginosum"		"Gnaphalium uliginosum"				
"Hedera helix subsp. poetarum (Bertol.) Nyman"	"0920000952.3"	"2cd4p9h.165"	"2cd4p9h.165"	"Hedera helix subsp. poetarum (Bertol.) Nyman"	"Hedera helix subsp. poetarum"		"Hedera helix subsp. poetarum"				
"Helianthemum apenninum (L.) Mill."	"0920000953"	"2cd4p9h.16b"	"2cd4p9h.16b"	"Helianthemum apenninum (L.) Mill."	"Helianthemum apenninum"		"Helianthemum apenninum"				
"Heracleum sphondylium L."	"0920000968"	"2cd4p9h.16n"	"2cd4p9h.16n"	"Heracleum sphondylium L."	"Heracleum sphondylium"		"Heracleum sphondylium"				
"Herniaria ciliolata Melderis subsp. ciliolata"	"0920000971.1"	"2cd4p9h.171"	"2cd4p9h.171"	"Herniaria ciliolata Melderis subsp. ciliolata"	"Herniaria ciliolata subsp. ciliolata"		"Herniaria ciliolata subsp. ciliolata"				
"Herniaria hirsuta L."	"0920000974"	"2cd4p9h.174"	"2cd4p9h.174"	"Herniaria hirsuta L."	"Herniaria hirsuta"		"Herniaria hirsuta"				
"Herniaria cinerea DC."	"0920000974"	"2cd4p9h.174"	"2cd4p9h.7mm2ad"	"Herniaria hirsuta L."	"Herniaria hirsuta"		"Herniaria cinerea"				
"Hesperis matronalis L."	"0920000975"	"2cd4p9h.17a"	"2cd4p9h.17a"	"Hesperis matronalis L."	"Hesperis matronalis"		"Hesperis matronalis"				
"Holcus lanatus L."	"0920000983"	"2cd4p9h.17g"	"2cd4p9h.17g"	"Holcus lanatus L."	"Holcus lanatus"		"Holcus lanatus"				
"Humulus lupulus L."	"0920000996"	"2cd4p9h.17m"	"2cd4p9h.17m"	"Humulus lupulus L."	"Humulus lupulus"		"Humulus lupulus"				
"Hypericum calycinum L."	"0920001004"	"2cd4p9h.17s"	"2cd4p9h.17s"	"Hypericum calycinum L."	"Hypericum calycinum"		"Hypericum calycinum"				
"Hypericum maculatum subsp. obtusiusculum x perforatum = H. x desetangsii nothosubsp. desetangsii"	"0920001005.2"	"2cd4p9h.180"	"2cd4p9h.180"	"Hypericum maculatum subsp. obtusiusculum x perforatum = H. x desetangsii nothosubsp. desetangsii"	"Hypericum maculatum subsp. obtusiusculum x perforatum = H. x desetangsii nothosubsp. desetangsii"		"Hypericum maculatum subsp. obtusiusculum x perforatum = H. x desetangsii nothosubsp. desetangsii"				
"Hypericum maculatum subsp. obtusiusculum x perforatum = H. x desetangsii nothosubsp. desetangsii"	"Vas_22635"	"2cd4p9h.180"	"2cd4p9h.180"	"Hypericum maculatum subsp. obtusiusculum x perforatum = H. x desetangsii nothosubsp. desetangsii"	"Hypericum maculatum subsp. obtusiusculum x perforatum = H. x desetangsii nothosubsp. desetangsii"		"Hypericum maculatum subsp. obtusiusculum x perforatum = H. x desetangsii nothosubsp. desetangsii"				
"Hypericum maculatum subsp. obtusiusculum x perforatum = H. x desetangsii nothosubsp. desetangsii"	"Vas_22637"	"2cd4p9h.180"	"2cd4p9h.180"	"Hypericum maculatum subsp. obtusiusculum x perforatum = H. x desetangsii nothosubsp. desetangsii"	"Hypericum maculatum subsp. obtusiusculum x perforatum = H. x desetangsii nothosubsp. desetangsii"		"Hypericum maculatum subsp. obtusiusculum x perforatum = H. x desetangsii nothosubsp. desetangsii"				
"Hypericum hircinum L."	"0920001009"	"2cd4p9h.183"	"2cd4p9h.183"	"Hypericum hircinum L."	"Hypericum hircinum"		"Hypericum hircinum"				
"Hypericum perforatum L."	"0920001014"	"2cd4p9h.186"	"2cd4p9h.186"	"Hypericum perforatum L."	"Hypericum perforatum"		"Hypericum perforatum"				
"Hypochaeris maculata L."	"0920001019"	"2cd4p9h.18c"	"2cd4p9h.18c"	"Hypochaeris maculata L."	"Hypochaeris maculata"		"Hypochaeris maculata"				
"Hypochaeris radicata L."	"0920001020"	"2cd4p9h.18f"	"2cd4p9h.18f"	"Hypochaeris radicata L."	"Hypochaeris radicata"		"Hypochaeris radicata"				
"Impatiens glandulifera Royle"	"0920001026"	"2cd4p9h.18x"	"2cd4p9h.18x"	"Impatiens glandulifera Royle"	"Impatiens glandulifera"		"Impatiens glandulifera"				
"Inula helenium L."	"0920001033"	"2cd4p9h.18z"	"2cd4p9h.18z"	"Inula helenium L."	"Inula helenium"		"Inula helenium"				
"Inula salicina L."	"0920001034"	"2cd4p9h.192"	"2cd4p9h.192"	"Inula salicina L."	"Inula salicina"		"Inula salicina"				
"Scirpus cernuus Vahl"	"0920001046"	"2cd4p9h.198"	"2cd4p9h.7mm5bt"	"Isolepis cernua (Vahl) Roem. & Schult."	"Isolepis cernua"		"Scirpus cernuus"				
"Isolepis cernua (Vahl) Roem. & Schult."	"0920001046"	"2cd4p9h.198"	"2cd4p9h.198"	"Isolepis cernua (Vahl) Roem. & Schult."	"Isolepis cernua"		"Isolepis cernua"				
"Juncus alpinus Vill. nom. illeg."	"0920001053"	"2cd4p9h.19e"	"2cd4p9h.7mm2pm"	"Juncus alpinoarticulatus Chaix"	"Juncus alpinoarticulatus"		"Juncus alpinus"				
"Juncus alpinoarticulatus Chaix"	"0920001053"	"2cd4p9h.19e"	"2cd4p9h.19e"	"Juncus alpinoarticulatus Chaix"	"Juncus alpinoarticulatus"		"Juncus alpinoarticulatus"				
"Juncus filiformis L."	"0920001068"	"2cd4p9h.19h"	"2cd4p9h.19h"	"Juncus filiformis L."	"Juncus filiformis"		"Juncus filiformis"				
"Juncus bulbosus subsp. kochii (F.W.Schultz) Reichg."	"0920001071"	"2cd4p9h.19n"	"2cd4p9h.19n"	"Juncus bulbosus subsp. kochii (F.W.Schultz) Reichg."	"Juncus bulbosus subsp. kochii"		"Juncus bulbosus subsp. kochii"				
"Juncus kochii F.W.Schultz"	"0920001071"	"2cd4p9h.19n"	"2cd4p9h.6y4q66"	"Juncus bulbosus subsp. kochii (F.W.Schultz) Reichg."	"Juncus bulbosus subsp. kochii"		"Juncus kochii"				
"Kickxia spuria (L.) Dumort."	"0920001083"	"2cd4p9h.1a4"	"2cd4p9h.1a4"	"Kickxia spuria (L.) Dumort."	"Kickxia spuria"		"Kickxia spuria"				
"Koenigia islandica L."	"0920001089"	"2cd4p9h.1aa"	"2cd4p9h.1aa"	"Koenigia islandica L."	"Koenigia islandica"		"Koenigia islandica"				
"Lagurus ovatus L."	"0920001097"	"2cd4p9h.1ag"	"2cd4p9h.1ag"	"Lagurus ovatus L."	"Lagurus ovatus"		"Lagurus ovatus"				
"Lamium confertum Fr."	"0920001102"	"2cd4p9h.1am"	"2cd4p9h.1am"	"Lamium confertum Fr."	"Lamium confertum"		"Lamium confertum"				
"Larix decidua Mill."	"0920001105"	"2cd4p9h.1as"	"2cd4p9h.1as"	"Larix decidua Mill."	"Larix decidua"		"Larix decidua"				
"Lathyrus palustris L."	"0920001115"	"2cd4p9h.1b3"	"2cd4p9h.1b3"	"Lathyrus palustris L."	"Lathyrus palustris"		"Lathyrus palustris"				
"Lathyrus palustris subsp. pilosus (Cham.) Hultén"	"0920001115.1"	"2cd4p9h.1b9"	"2cd4p9h.1b9"	"Lathyrus palustris subsp. pilosus (Cham.) Hultén"	"Lathyrus palustris subsp. pilosus"		"Lathyrus palustris subsp. pilosus"				
"Leersia oryzoides (L.) Sw."	"0920001123"	"2cd4p9h.1bf"	"2cd4p9h.1bf"	"Leersia oryzoides (L.) Sw."	"Leersia oryzoides"		"Leersia oryzoides"				
"Lemna gibba L."	"0920001125"	"2cd4p9h.1bx"	"2cd4p9h.1bx"	"Lemna gibba L."	"Lemna gibba"		"Lemna gibba"				
"Leonurus cardiaca L."	"0920001132"	"2cd4p9h.1br"	"2cd4p9h.1br"	"Leonurus cardiaca L."	"Leonurus cardiaca"		"Leonurus cardiaca"				
"Leycesteria formosa Wall."	"0920001142"	"2cd4p9h.1c2"	"2cd4p9h.1c2"	"Leycesteria formosa Wall."	"Leycesteria formosa"		"Leycesteria formosa"				
"Limonium lychnidifolium Kuntze, nom. illegit."	"0920001150"	"2cd4p9h.1c8"	"2cd4p9h.7mm33f"	"Limonium auriculae-ursifolium (Pourr.) Druce"	"Limonium auriculae-ursifolium"		"Limonium lychnidifolium"				
"Limonium auriculae-ursifolium (Pourr.) Druce"	"0920001150"	"2cd4p9h.1c8"	"2cd4p9h.1c8"	"Limonium auriculae-ursifolium (Pourr.) Druce"	"Limonium auriculae-ursifolium"		"Limonium auriculae-ursifolium"				
"Limonium recurvum subsp. humile (Girard) Ingr. var. humile"	"0920001152.6"	"2cd4p9h.1ch"	"2cd4p9h.1ch"	"Limonium recurvum subsp. humile (Girard) Ingr. var. humile"	"Limonium recurvum subsp. humile var. humile"		"Limonium recurvum subsp. humile var. humile"				
"Limonium recurvum subsp. humile (Girard) Ingr. var. humile"	"Vas_22745"	"2cd4p9h.1ch"	"2cd4p9h.1ch"	"Limonium recurvum subsp. humile (Girard) Ingr. var. humile"	"Limonium recurvum subsp. humile var. humile"		"Limonium recurvum subsp. humile var. humile"				
"Limosella aquatica L."	"0920001155"	"2cd4p9h.1cn"	"2cd4p9h.1cn"	"Limosella aquatica L."	"Limosella aquatica"		"Limosella aquatica"				
"Limosella aquatica x australis"	"0920001156"	"2cd4p9h.1cq"	"2cd4p9h.1cq"	"Limosella aquatica x australis"	"Limosella aquatica x australis"		"Limosella aquatica x australis"				
"Linaria arenaria DC."	"0920001158"	"2cd4p9h.1d1"	"2cd4p9h.1d1"	"Linaria arenaria DC."	"Linaria arenaria"		"Linaria arenaria"				
"Linaria repens (L.) Mill."	"0920001161"	"2cd4p9h.1d4"	"2cd4p9h.1d4"	"Linaria repens (L.) Mill."	"Linaria repens"		"Linaria repens"				
"Linnaea borealis L."	"0920001165"	"2cd4p9h.1da"	"2cd4p9h.1da"	"Linnaea borealis L."	"Linnaea borealis"		"Linnaea borealis"				
"Linum catharticum L."	"0920001169"	"2cd4p9h.1dg"	"2cd4p9h.1dg"	"Linum catharticum L."	"Linum catharticum"		"Linum catharticum"				
"Liparis loeselii (L.) Rich."	"0920001171"	"2cd4p9h.1dm"	"2cd4p9h.1dm"	"Liparis loeselii (L.) Rich."	"Liparis loeselii"		"Liparis loeselii"				
"Lolium multiflorum x perenne = L. x boucheanum Kunth"	"0920001181"	"2cd4p9h.1ds"	"2cd4p9h.1ds"	"Lolium multiflorum x perenne = L. x boucheanum Kunth"	"Lolium multiflorum x perenne = L. x boucheanum"		"Lolium multiflorum x perenne = L. x boucheanum"				
"Lotus corniculatus L."	"0920001191"	"2cd4p9h.1e3"	"2cd4p9h.1e3"	"Lotus corniculatus L."	"Lotus corniculatus"		"Lotus corniculatus"				
"Luzula multiflora subsp. congesta (Thuill.) Arcang."	"0920001204.1"	"2cd4p9h.1ec"	"2cd4p9h.1ec"	"Luzula multiflora subsp. congesta (Thuill.) Arcang."	"Luzula multiflora subsp. congesta"		"Luzula multiflora subsp. congesta"				
"Lycium chinense Mill."	"0920001211"	"2cd4p9h.1ey"	"2cd4p9h.1ey"	"Lycium chinense Mill."	"Lycium chinense"		"Lycium chinense"				
"Lysimachia vulgaris L."	"0920001225"	"2cd4p9h.1ez"	"2cd4p9h.1ez"	"Lysimachia vulgaris L."	"Lysimachia vulgaris"		"Lysimachia vulgaris"				
"Malus sylvestris (L.) Mill. s.s."	"0920001230.2"	"2cd4p9h.1f5"	"2cd4p9h.1f5"	"Malus sylvestris (L.) Mill. s.s."	"Malus sylvestris"	"s.s."	"Malus sylvestris"	"s.s."			
"Malva moschata L."	"0920001232"	"2cd4p9h.1fb"	"2cd4p9h.1fb"	"Malva moschata L."	"Malva moschata"		"Malva moschata"				
"Medicago lupulina L."	"0920001250"	"2cd4p9h.1fh"	"2cd4p9h.1fh"	"Medicago lupulina L."	"Medicago lupulina"		"Medicago lupulina"				
"Melilotus altissimus Thuill."	"0920001265"	"2cd4p9h.1fn"	"2cd4p9h.1fn"	"Melilotus altissimus Thuill."	"Melilotus altissimus"		"Melilotus altissimus"				
"Mentha aquatica x spicata = M. x piperita L."	"Vas_1279.1"	"2cd4p9h.1ft"	"2cd4p9h.1ft"	"Mentha aquatica x spicata = M. x piperita L."	"Mentha aquatica x spicata = M. x piperita"		"Mentha aquatica x spicata = M. x piperita"				
"Mentha x citrata Ehrh."	"0920001279.1"	"2cd4p9h.1ft"	"2cd4p9h.7mm39w"	"Mentha aquatica x spicata = M. x piperita L."	"Mentha aquatica x spicata = M. x piperita"		"Mentha x citrata"				
"Mentha aquatica x spicata = M. x piperita L."	"0920001279"	"2cd4p9h.1ft"	"2cd4p9h.1ft"	"Mentha aquatica x spicata = M. x piperita L."	"Mentha aquatica x spicata = M. x piperita"		"Mentha aquatica x spicata = M. x piperita"				
"Menyanthes trifoliata L."	"0920001289"	"2cd4p9h.1g4"	"2cd4p9h.1g4"	"Menyanthes trifoliata L."	"Menyanthes trifoliata"		"Menyanthes trifoliata"				
"Mercurialis perennis L."	"0920001291"	"2cd4p9h.1ga"	"2cd4p9h.1ga"	"Mercurialis perennis L."	"Mercurialis perennis"		"Mercurialis perennis"				
"Moenchia erecta (L.) G.Gaertn., B.Mey. & Scherb."	"0920001306"	"2cd4p9h.1gm"	"2cd4p9h.1gm"	"Moenchia erecta (L.) G.Gaertn., B.Mey. & Scherb."	"Moenchia erecta"		"Moenchia erecta"				
"Montia lamprosperma Cham."	"0920001312"	"2cd4p9h.1h0"	"2cd4p9h.7mm3cz"	"Montia fontana L. subsp. fontana"	"Montia fontana subsp. fontana"		"Montia lamprosperma"				
"Montia fontana L. subsp. fontana"	"0920001312.2"	"2cd4p9h.1h0"	"2cd4p9h.1h0"	"Montia fontana L. subsp. fontana"	"Montia fontana subsp. fontana"		"Montia fontana subsp. fontana"				
"Myosotis sylvatica Ehrh. ex Hoffm."	"0920001325"	"2cd4p9h.1h6"	"2cd4p9h.1h6"	"Myosotis sylvatica Ehrh. ex Hoffm."	"Myosotis sylvatica"		"Myosotis sylvatica"				
"Najas flexilis (Willd.) Rostk. & W.L.E.Schmidt"	"0920001334"	"2cd4p9h.1hc"	"2cd4p9h.1hc"	"Najas flexilis (Willd.) Rostk. & W.L.E.Schmidt"	"Najas flexilis"		"Najas flexilis"				
"Narcissus jonquilla x pseudonarcissus = N. x odorus L."	"0920001340"	"2cd4p9h.1hv"	"2cd4p9h.1hv"	"Narcissus jonquilla x pseudonarcissus = N. x odorus L."	"Narcissus jonquilla x pseudonarcissus = N. x odorus"		"Narcissus jonquilla x pseudonarcissus = N. x odorus"				
"Lysimachia thyrsiflora L."	"0920001350"	"2cd4p9h.1hx"	"2cd4p9h.1hx"	"Lysimachia thyrsiflora L."	"Lysimachia thyrsiflora"		"Lysimachia thyrsiflora"				
"Nuphar pumila (Timm) DC."	"0920001357"	"2cd4p9h.1hr"	"2cd4p9h.1hr"	"Nuphar pumila (Timm) DC."	"Nuphar pumila"		"Nuphar pumila"				
"Nymphoides peltata morph. pin"	"0920001360.1"	"2cd4p9h.1v5"	"2cd4p9h.1v5"	"Nymphoides peltata morph. pin"	"Nymphoides peltata morph. pin"		"Nymphoides peltata morph. pin"				
"Oenanthe silaifolia M.Bieb."	"0920001368"	"2cd4p9h.1vb"	"2cd4p9h.1vb"	"Oenanthe silaifolia M.Bieb."	"Oenanthe silaifolia"		"Oenanthe silaifolia"				
"Oenothera stricta Ledeb. ex Link"	"0920001373"	"2cd4p9h.1vh"	"2cd4p9h.1vh"	"Oenothera stricta Ledeb. ex Link"	"Oenothera stricta"		"Oenothera stricta"				
"Ophrys muscifera Huds."	"0920001384"	"2cd4p9h.1vn"	"2cd4p9h.7mm3kg"	"Ophrys insectifera L."	"Ophrys insectifera"		"Ophrys muscifera"				
"Ophrys insectifera L."	"0920001384"	"2cd4p9h.1vn"	"2cd4p9h.1vn"	"Ophrys insectifera L."	"Ophrys insectifera"		"Ophrys insectifera"				
"Orobanche picridis F.W.Schultz"	"0920001405"	"2cd4p9h.1vt"	"2cd4p9h.1vt"	"Orobanche picridis F.W.Schultz"	"Orobanche picridis"		"Orobanche picridis"				
"Orobanche artemisiae-campestris auct. non Vaucher ex Gaudin"	"0920001405"	"2cd4p9h.1vt"	"2cd4p9h.7mxskg"	"Orobanche picridis F.W.Schultz"	"Orobanche picridis"		"Orobanche artemisiae-campestris"				
"Pyrola secunda L."	"0920001410"	"2cd4p9h.1w4"	"2cd4p9h.7mm4hs"	"Orthilia secunda (L.) House"	"Orthilia secunda"		"Pyrola secunda"				
"Ramischia secunda (L.) Garcke"	"0920001410"	"2cd4p9h.1w4"	"2cd4p9h.7mm4vp"	"Orthilia secunda (L.) House"	"Orthilia secunda"		"Ramischia secunda"				
"Orthilia secunda (L.) House"	"0920001410"	"2cd4p9h.1w4"	"2cd4p9h.1w4"	"Orthilia secunda (L.) House"	"Orthilia secunda"		"Orthilia secunda"				
"Oxycoccus microcarpus Turcz. ex Rupr."	"0920001418"	"2cd4p9h.1wg"	"2cd4p9h.7mm3q6"	"Vaccinium microcarpum (Turcz. ex Rupr.) Schmalh."	"Vaccinium microcarpum"		"Oxycoccus microcarpus"				
"Vaccinium microcarpum (Turcz. ex Rupr.) Schmalh."	"0920001418"	"2cd4p9h.1wg"	"2cd4p9h.1wg"	"Vaccinium microcarpum (Turcz. ex Rupr.) Schmalh."	"Vaccinium microcarpum"		"Vaccinium microcarpum"				
"Parnassia palustris var. condensata Travis & Wheldon"	"0920001437.1"	"2cd4p9h.1wp"	"2cd4p9h.1wp"	"Parnassia palustris var. condensata Travis & Wheldon"	"Parnassia palustris var. condensata"		"Parnassia palustris var. condensata"				
"Pedicularis sylvatica subsp. hibernica D.A.Webb"	"0920001442.1"	"2cd4p9h.1k3"	"2cd4p9h.1k3"	"Pedicularis sylvatica subsp. hibernica D.A.Webb"	"Pedicularis sylvatica subsp. hibernica"		"Pedicularis sylvatica subsp. hibernica"				
"Petasites albus (L.) Gaertn."	"0920001445"	"2cd4p9h.1k9"	"2cd4p9h.1k9"	"Petasites albus (L.) Gaertn."	"Petasites albus"		"Petasites albus"				
"Peucedanum officinale L."	"0920001451"	"2cd4p9h.1kf"	"2cd4p9h.1kf"	"Peucedanum officinale L."	"Peucedanum officinale"		"Peucedanum officinale"				
"Phleum phleoides (L.) H.Karst."	"0920001462"	"2cd4p9h.1kx"	"2cd4p9h.1kx"	"Phleum phleoides (L.) H.Karst."	"Phleum phleoides"		"Phleum phleoides"				
"Picea abies (L.) H.Karst."	"0920001470"	"2cd4p9h.1kr"	"2cd4p9h.1kr"	"Picea abies (L.) H.Karst."	"Picea abies"		"Picea abies"				
"Pimpinella saxifraga L."	"0920001476"	"2cd4p9h.1x2"	"2cd4p9h.1x2"	"Pimpinella saxifraga L."	"Pimpinella saxifraga"		"Pimpinella saxifraga"				
"Pinus pinaster Aiton"	"0920001483"	"2cd4p9h.1x8"	"2cd4p9h.1x8"	"Pinus pinaster Aiton"	"Pinus pinaster"		"Pinus pinaster"				
"Pinus sylvestris subsp. scotica (P.K.Schott) E.F.Warb."	"0920001484.1"	"2cd4p9h.1xe"	"2cd4p9h.1xe"	"Pinus sylvestris subsp. scotica (P.K.Schott) E.F.Warb."	"Pinus sylvestris subsp. scotica"		"Pinus sylvestris subsp. scotica"				
"Plantago lanceolata L."	"0920001487"	"2cd4p9h.1xk"	"2cd4p9h.1xk"	"Plantago lanceolata L."	"Plantago lanceolata"		"Plantago lanceolata"				
"Polemonium caeruleum L."	"0920001508"	"2cd4p9h.1xq"	"2cd4p9h.1xq"	"Polemonium caeruleum L."	"Polemonium caeruleum"		"Polemonium caeruleum"				
"Bilderdykia convolvulus (L.) Dumort."	"0920001527"	"2cd4p9h.1m1"	"2cd4p9h.7mm0at"	"Fallopia convolvulus (L.) Á.Löve"	"Fallopia convolvulus"		"Bilderdykia convolvulus"				
"Polygonum convolvulus L."	"0920001527"	"2cd4p9h.1m1"	"2cd4p9h.7mm467"	"Fallopia convolvulus (L.) Á.Löve"	"Fallopia convolvulus"		"Polygonum convolvulus"				
"Fallopia convolvulus (L.) Á.Löve"	"0920001527"	"2cd4p9h.1m1"	"2cd4p9h.1m1"	"Fallopia convolvulus (L.) Á.Löve"	"Fallopia convolvulus"		"Fallopia convolvulus"				
"Populus alba x tremula = P. x canescens (Aiton) Sm."	"0920001551"	"2cd4p9h.1ma"	"2cd4p9h.1ma"	"Populus alba x tremula = P. x canescens (Aiton) Sm."	"Populus alba x tremula = P. x canescens"		"Populus alba x tremula = P. x canescens"				
"Populus canescens"	"Vas_22992"	"2cd4p9h.1ma"	"2cd4p9h.8ymrm5"	"Populus alba x tremula = P. x canescens (Aiton) Sm."	"Populus alba x tremula = P. x canescens"		"Populus canescens"				
