"key"	"dataValue"	"taxonId"	"origTaxonId"	"preferredQualifiedTaxonName"	"preferredTaxon"	"preferredTaxonQualifier"	"origTaxon"	"origQualifier"	"notes"	"referenceSummary"	"reference entity id"
"Ornithopus sativus Brot."	"0920007124"	"2cd4p9h.dtf"	"2cd4p9h.dtf"	"Ornithopus sativus Brot."	"Ornithopus sativus"		"Ornithopus sativus"				
"Ornithopus sativus subsp. roseus (Dufour) Dostál"	"0920007124.1"	"2cd4p9h.dtf"	"2cd4p9h.3hksp6"	"Ornithopus sativus Brot."	"Ornithopus sativus"		"Ornithopus sativus subsp. roseus"				
"Acer cappadocicum Gled."	"0920007132"	"2cd4p9h.dtv"	"2cd4p9h.dtv"	"Acer cappadocicum Gled."	"Acer cappadocicum"		"Acer cappadocicum"				
"Agrostis castellana Boiss. & Reut."	"0920007141"	"2cd4p9h.dtx"	"2cd4p9h.dtx"	"Agrostis castellana Boiss. & Reut."	"Agrostis castellana"		"Agrostis castellana"				
"Aralia elata (Miq.) Seem."	"0920007161"	"2cd4p9h.dty"	"2cd4p9h.dty"	"Aralia elata (Miq.) Seem."	"Aralia elata"		"Aralia elata"				
"Astilbe rivularis Buch.-Ham. ex D.Don"	"0920007176"	"2cd4p9h.dtz"	"2cd4p9h.dtz"	"Astilbe rivularis Buch.-Ham. ex D.Don"	"Astilbe rivularis"		"Astilbe rivularis"				
"Astragalus odoratus Lam."	"0920007179"	"2cd4p9h.dz2"	"2cd4p9h.dz2"	"Astragalus odoratus Lam."	"Astragalus odoratus"		"Astragalus odoratus"				
"Brunnera macrophylla (Adams) I.M.Johnst."	"0920007197"	"2cd4p9h.dz8"	"2cd4p9h.dz8"	"Brunnera macrophylla (Adams) I.M.Johnst."	"Brunnera macrophylla"		"Brunnera macrophylla"				
"Campanula rhomboidalis L."	"0920007203"	"2cd4p9h.dzb"	"2cd4p9h.dzb"	"Campanula rhomboidalis L."	"Campanula rhomboidalis"		"Campanula rhomboidalis"				
"Ceratochloa marginata (Nees ex Steud.) B.D.Jacks."	"0920007217"	"2cd4p9h.dze"	"2cd4p9h.dze"	"Ceratochloa marginata (Nees ex Steud.) B.D.Jacks."	"Ceratochloa marginata"		"Ceratochloa marginata"				
"Chasmanthe bicolor (Gasp. ex Ten.) N.E.Br."	"0920007221"	"2cd4p9h.dzk"	"2cd4p9h.dzk"	"Chasmanthe bicolor (Gasp. ex Ten.) N.E.Br."	"Chasmanthe bicolor"		"Chasmanthe bicolor"				
"Chrysocoma coma-aurea L."	"0920007226"	"2cd4p9h.dzt"	"2cd4p9h.dzt"	"Chrysocoma coma-aurea L."	"Chrysocoma coma-aurea"		"Chrysocoma coma-aurea"				
"Cotoneaster atropurpureus Flinck & B.Hylmö"	"0920007239"	"2cd4p9h.e01"	"2cd4p9h.e01"	"Cotoneaster atropurpureus Flinck & B.Hylmö"	"Cotoneaster atropurpureus"		"Cotoneaster atropurpureus"				
"Cotoneaster insignis auct., non Pojark."	"0920007240"	"2cd4p9h.e04"	"2cd4p9h.7mm16v"	"Cotoneaster ellipticus (Lindl.) Loudon"	"Cotoneaster ellipticus"		"Cotoneaster insignis"				
"Cotoneaster lindleyi Steud., nom. illegit."	"0920007240"	"2cd4p9h.e04"	"2cd4p9h.7mm16k"	"Cotoneaster ellipticus (Lindl.) Loudon"	"Cotoneaster ellipticus"		"Cotoneaster lindleyi"				
"Cotoneaster ellipticus (Lindl.) Loudon"	"0920007240"	"2cd4p9h.e04"	"2cd4p9h.e04"	"Cotoneaster ellipticus (Lindl.) Loudon"	"Cotoneaster ellipticus"		"Cotoneaster ellipticus"				
"Cotoneaster laetevirens (Rehder & E.H.Wilson) G.Klotz"	"0920007244"	"2cd4p9h.e07"	"2cd4p9h.e07"	"Cotoneaster laetevirens (Rehder & E.H.Wilson) G.Klotz"	"Cotoneaster laetevirens"		"Cotoneaster laetevirens"				
"Cotoneaster conspicuus x dammeri = C. x suecicus G.Klotz"	"0920007249"	"2cd4p9h.e0a"	"2cd4p9h.e0a"	"Cotoneaster conspicuus x dammeri = C. x suecicus G.Klotz"	"Cotoneaster conspicuus x dammeri = C. x suecicus"		"Cotoneaster conspicuus x dammeri = C. x suecicus"				
"Crataegus prunifolia Pers. non (Marshall) Baumg."	"0920007259"	"2cd4p9h.e0d"	"2cd4p9h.7mm17p"	"Crataegus persimilis Sarg."	"Crataegus persimilis"		"Crataegus prunifolia"				
"Crataegus persimilis Sarg."	"0920007259"	"2cd4p9h.e0d"	"2cd4p9h.e0d"	"Crataegus persimilis Sarg."	"Crataegus persimilis"		"Crataegus persimilis"				
"Crocosmia masoniorum (L.Bolus) N.E.Br."	"0920007262"	"2cd4p9h.e0g"	"2cd4p9h.e0g"	"Crocosmia masoniorum (L.Bolus) N.E.Br."	"Crocosmia masoniorum"		"Crocosmia masoniorum"				
"Crocus pulchellus Herb."	"0920007266"	"2cd4p9h.e0w"	"2cd4p9h.e0w"	"Crocus pulchellus Herb."	"Crocus pulchellus"		"Crocus pulchellus"				
"Cymbalaria hepaticifolia (Poir.) Wettst."	"0920007271"	"2cd4p9h.e0m"	"2cd4p9h.e0m"	"Cymbalaria hepaticifolia (Poir.) Wettst."	"Cymbalaria hepaticifolia"		"Cymbalaria hepaticifolia"				
"Dicentra formosa (Haw.) Walp."	"0920007278"	"2cd4p9h.e0p"	"2cd4p9h.e0p"	"Dicentra formosa (Haw.) Walp."	"Dicentra formosa"		"Dicentra formosa"				
"Dracunculus vulgaris Schott"	"0920007282"	"2cd4p9h.e10"	"2cd4p9h.e10"	"Dracunculus vulgaris Schott"	"Dracunculus vulgaris"		"Dracunculus vulgaris"				
"Elaeagnus umbellata Thunb."	"0920007287"	"2cd4p9h.e13"	"2cd4p9h.e13"	"Elaeagnus umbellata Thunb."	"Elaeagnus umbellata"		"Elaeagnus umbellata"				
"Elaeagnus angustifolia auct., non L."	"Vas_22370"	"2cd4p9h.e13"	"2cd4p9h.7mm1kg"	"Elaeagnus umbellata Thunb."	"Elaeagnus umbellata"		"Elaeagnus angustifolia"				
"Eleocharis palustris x uniglumis"	"0920007288"	"2cd4p9h.e16"	"2cd4p9h.e16"	"Eleocharis palustris x uniglumis"	"Eleocharis palustris x uniglumis"		"Eleocharis palustris x uniglumis"				
"Epilobium parviflorum x montanum x roseum"	"0920007290"	"2cd4p9h.e19"	"2cd4p9h.e19"	"Epilobium parviflorum x montanum x roseum"	"Epilobium parviflorum x montanum x roseum"		"Epilobium parviflorum x montanum x roseum"				
"Eucalyptus pulchella Desf."	"0920007304"	"2cd4p9h.e1c"	"2cd4p9h.e1c"	"Eucalyptus pulchella Desf."	"Eucalyptus pulchella"		"Eucalyptus pulchella"				
"Euphrasia pseudokerneri x confusa"	"0920007326"	"2cd4p9h.e1v"	"2cd4p9h.e1v"	"Euphrasia pseudokerneri x confusa"	"Euphrasia pseudokerneri x confusa"		"Euphrasia pseudokerneri x confusa"				
"Griselinia littoralis (Raoul) Raoul"	"0920007392"	"2cd4p9h.e1r"	"2cd4p9h.e1r"	"Griselinia littoralis (Raoul) Raoul"	"Griselinia littoralis"		"Griselinia littoralis"				
"Hieracium insigne Backh.f. ex P.D.Sell & D.J.Tennant"	"0920007401"	"2cd4p9h.e1z"	"2cd4p9h.e1z"	"Hieracium insigne Backh.f. ex P.D.Sell & D.J.Tennant"	"Hieracium insigne"		"Hieracium insigne"				
"Hieracium alpinum var. insigne (Backh.f.) Bab."	"0920003003.2"	"2cd4p9h.e1z"	"2cd4p9h.68a"	"Hieracium insigne Backh.f. ex P.D.Sell & D.J.Tennant"	"Hieracium insigne"		"Hieracium alpinum var. insigne"				
"Hyacinthus orientalis L."	"0920007404"	"2cd4p9h.e25"	"2cd4p9h.e25"	"Hyacinthus orientalis L."	"Hyacinthus orientalis"		"Hyacinthus orientalis"				
"Iris filifolia x tingitana = I. x hollandica H.R.Wehrh."	"0920007415"	"2cd4p9h.e28"	"2cd4p9h.e28"	"Iris filifolia x tingitana = I. x hollandica H.R.Wehrh."	"Iris filifolia x tingitana = I. x hollandica"		"Iris filifolia x tingitana = I. x hollandica"				
"Juncus pallidus R.Br."	"0920007420"	"2cd4p9h.e2b"	"2cd4p9h.e2b"	"Juncus pallidus R.Br."	"Juncus pallidus"		"Juncus pallidus"				
"Laburnum alpinum x anagyroides = L. x watereri (Wettst.) Dippel"	"0920007425"	"2cd4p9h.e2e"	"2cd4p9h.e2e"	"Laburnum alpinum x anagyroides = L. x watereri (Wettst.) Dippel"	"Laburnum alpinum x anagyroides = L. x watereri"		"Laburnum alpinum x anagyroides = L. x watereri"				
"Levisticum officinale W.D.J.Koch"	"0920007432"	"2cd4p9h.e2n"	"2cd4p9h.e2n"	"Levisticum officinale W.D.J.Koch"	"Levisticum officinale"		"Levisticum officinale"				
"Lupinus nootkatensis x polyphyllus = L. x pseudopolyphyllus C.P.Sm."	"0920007443"	"2cd4p9h.e2q"	"2cd4p9h.e2q"	"Lupinus nootkatensis x polyphyllus = L. x pseudopolyphyllus C.P.Sm."	"Lupinus nootkatensis x polyphyllus = L. x pseudopolyphyllus"		"Lupinus nootkatensis x polyphyllus = L. x pseudopolyphyllus"				
"Lupinus nootkatensis x polyphyllus = L. x pseudopolyphyllus C.P.Sm."	"Vas_22776"	"2cd4p9h.e2q"	"2cd4p9h.e2q"	"Lupinus nootkatensis x polyphyllus = L. x pseudopolyphyllus C.P.Sm."	"Lupinus nootkatensis x polyphyllus = L. x pseudopolyphyllus"		"Lupinus nootkatensis x polyphyllus = L. x pseudopolyphyllus"				
"Morus nigra L."	"0920007452"	"2cd4p9h.e31"	"2cd4p9h.e31"	"Morus nigra L."	"Morus nigra"		"Morus nigra"				
"Olearia paniculata (J.R.Forst. & G.Forst.) Druce"	"0920007471"	"2cd4p9h.e3a"	"2cd4p9h.e3a"	"Olearia paniculata (J.R.Forst. & G.Forst.) Druce"	"Olearia paniculata"		"Olearia paniculata"				
"Oxalis rosea Jacq."	"0920007477"	"2cd4p9h.e3w"	"2cd4p9h.e3w"	"Oxalis rosea Jacq."	"Oxalis rosea"		"Oxalis rosea"				
"Phyteuma scheuchzeri All."	"0920007491"	"2cd4p9h.e3m"	"2cd4p9h.e3m"	"Phyteuma scheuchzeri All."	"Phyteuma scheuchzeri"		"Phyteuma scheuchzeri"				
"Potentilla erecta x reptans = P. x italica Lehm."	"0920007498"	"2cd4p9h.e3p"	"2cd4p9h.e3p"	"Potentilla erecta x reptans = P. x italica Lehm."	"Potentilla erecta x reptans = P. x italica"		"Potentilla erecta x reptans = P. x italica"				
"Pratia angulata (G.Forst.) Hook.f."	"0920007499"	"2cd4p9h.e40"	"2cd4p9h.e40"	"Pratia angulata (G.Forst.) Hook.f."	"Pratia angulata"		"Pratia angulata"				
"Ranunculus baudotii x peltatus"	"0920007524"	"2cd4p9h.e43"	"2cd4p9h.e43"	"Ranunculus baudotii x peltatus"	"Ranunculus baudotii x peltatus"		"Ranunculus baudotii x peltatus"				
"Ranunculus aquatilis x peltatus = R. x virzionensis A.Félix"	"0920007526"	"2cd4p9h.e46"	"2cd4p9h.e46"	"Ranunculus aquatilis x peltatus = R. x virzionensis A.Félix"	"Ranunculus aquatilis x peltatus = R. x virzionensis"		"Ranunculus aquatilis x peltatus = R. x virzionensis"				
"Ranunculus aquatilis x peltatus = R. x virzionensis A.Félix"	"Vas_23057"	"2cd4p9h.e46"	"2cd4p9h.e46"	"Ranunculus aquatilis x peltatus = R. x virzionensis A.Félix"	"Ranunculus aquatilis x peltatus = R. x virzionensis"		"Ranunculus aquatilis x peltatus = R. x virzionensis"				
"Rosa coriifolia Fr."	"0920001710"	"2cd4p9h.e49"	"2cd4p9h.7mm4yt"	"Rosa caesia Sm. s.s."	"Rosa caesia"	"s.s."	"Rosa coriifolia"				
"Rosa caesia Sm. subsp. caesia"	"0920001710"	"2cd4p9h.e49"	"2cd4p9h.chd"	"Rosa caesia Sm. s.s."	"Rosa caesia"	"s.s."	"Rosa caesia subsp. caesia"				
"Rosa caesia Sm. s.s."	"0920007533"	"2cd4p9h.e49"	"2cd4p9h.e49"	"Rosa caesia Sm. s.s."	"Rosa caesia"	"s.s."	"Rosa caesia"	"s.s."			
"Rubus cordatifolius (W.M.Rogers ex Ridd.) D.E.Allen"	"0920007539"	"2cd4p9h.e4c"	"2cd4p9h.e4c"	"Rubus cordatifolius (W.M.Rogers ex Ridd.) D.E.Allen"	"Rubus cordatifolius"		"Rubus cordatifolius"				
"Rubus stenopetalus Lefèvre & P.J.Müll."	"0920007544"	"2cd4p9h.e4f"	"2cd4p9h.e4f"	"Rubus stenopetalus Lefèvre & P.J.Müll."	"Rubus stenopetalus"		"Rubus stenopetalus"				
"Rumex cristatus x palustris = R. x akeroydii Rumsey"	"Vas_7548"	"2cd4p9h.e4v"	"2cd4p9h.e4v"	"Rumex cristatus x palustris = R. x akeroydii Rumsey"	"Rumex cristatus x palustris = R. x akeroydii"		"Rumex cristatus x palustris = R. x akeroydii"				
"Rumex cristatus x palustris = R. x akeroydii Rumsey"	"Vas_23150"	"2cd4p9h.e4v"	"2cd4p9h.e4v"	"Rumex cristatus x palustris = R. x akeroydii Rumsey"	"Rumex cristatus x palustris = R. x akeroydii"		"Rumex cristatus x palustris = R. x akeroydii"				
"Rumex cristatus x palustris = R. x akeroydii Rumsey"	"0920007548"	"2cd4p9h.e4v"	"2cd4p9h.e4v"	"Rumex cristatus x palustris = R. x akeroydii Rumsey"	"Rumex cristatus x palustris = R. x akeroydii"		"Rumex cristatus x palustris = R. x akeroydii"				
"Saxifraga rotundifolia L."	"0920007564"	"2cd4p9h.e4x"	"2cd4p9h.e4x"	"Saxifraga rotundifolia L."	"Saxifraga rotundifolia"		"Saxifraga rotundifolia"				
"Scilla peruviana L."	"0920007568"	"2cd4p9h.e4y"	"2cd4p9h.e4y"	"Scilla peruviana L."	"Scilla peruviana"		"Scilla peruviana"				
"Solanum laciniatum Aiton"	"0920007588"	"2cd4p9h.e4z"	"2cd4p9h.e4z"	"Solanum laciniatum Aiton"	"Solanum laciniatum"		"Solanum laciniatum"				
"Sorbus aucuparia x intermedia = S. x liljeforsii T.C.G.Rich"	"Vas_23739"	"2cd4p9h.e52"	"2cd4p9h.e52"	"Sorbus aucuparia x intermedia = S. x liljeforsii T.C.G.Rich"	"Sorbus aucuparia x intermedia = S. x liljeforsii"		"Sorbus aucuparia x intermedia = S. x liljeforsii"				
"Sorbus aucuparia x intermedia = S. x liljeforsii T.C.G.Rich"	"0920007594"	"2cd4p9h.e52"	"2cd4p9h.e52"	"Sorbus aucuparia x intermedia = S. x liljeforsii T.C.G.Rich"	"Sorbus aucuparia x intermedia = S. x liljeforsii"		"Sorbus aucuparia x intermedia = S. x liljeforsii"				
"Taraxacum margettsii C.C.Haw."	"0920007624"	"2cd4p9h.e55"	"2cd4p9h.e55"	"Taraxacum margettsii C.C.Haw."	"Taraxacum margettsii"		"Taraxacum margettsii"				
"Taraxacum nitidum Hagend., Soest & Zevenb."	"0920007626"	"2cd4p9h.e58"	"2cd4p9h.e58"	"Taraxacum nitidum Hagend., Soest & Zevenb."	"Taraxacum nitidum"		"Taraxacum nitidum"				
"Taraxacum prionum Hagend., Soest & Zevenb."	"0920007632"	"2cd4p9h.e5b"	"2cd4p9h.e5b"	"Taraxacum prionum Hagend., Soest & Zevenb."	"Taraxacum prionum"		"Taraxacum prionum"				
"Thymus vulgaris L."	"0920007645"	"2cd4p9h.e5e"	"2cd4p9h.e5e"	"Thymus vulgaris L."	"Thymus vulgaris"		"Thymus vulgaris"				
"Tradescantia virginiana L."	"0920007648"	"2cd4p9h.e5h"	"2cd4p9h.e5h"	"Tradescantia virginiana L."	"Tradescantia virginiana"		"Tradescantia virginiana"				
"Trifolium pannonicum Jacq."	"0920007650"	"2cd4p9h.e5k"	"2cd4p9h.e5k"	"Trifolium pannonicum Jacq."	"Trifolium pannonicum"		"Trifolium pannonicum"				
"Viburnum lantana x rhytidophyllum = V. x rhytidophylloides J.V.Suringar"	"0920007667"	"2cd4p9h.e5n"	"2cd4p9h.e5n"	"Viburnum lantana x rhytidophyllum = V. x rhytidophylloides J.V.Suringar"	"Viburnum lantana x rhytidophyllum = V. x rhytidophylloides"		"Viburnum lantana x rhytidophyllum = V. x rhytidophylloides"				
"Viburnum lantana x rhytidophyllum = V. x rhytidophylloides J.V.Suringar"	"Vas_23430"	"2cd4p9h.e5n"	"2cd4p9h.e5n"	"Viburnum lantana x rhytidophyllum = V. x rhytidophylloides J.V.Suringar"	"Viburnum lantana x rhytidophyllum = V. x rhytidophylloides"		"Viburnum lantana x rhytidophyllum = V. x rhytidophylloides"				
"Viburnum lantana x rhytidophyllum = V. x rhytidophylloides J.V.Suringar"	"Vas_23431"	"2cd4p9h.e5n"	"2cd4p9h.e5n"	"Viburnum lantana x rhytidophyllum = V. x rhytidophylloides J.V.Suringar"	"Viburnum lantana x rhytidophyllum = V. x rhytidophylloides"		"Viburnum lantana x rhytidophyllum = V. x rhytidophylloides"				
"Papaver nudicaule L."	"0920007774"	"2cd4p9h.e5q"	"2cd4p9h.e5q"	"Papaver nudicaule L."	"Papaver nudicaule"		"Papaver nudicaule"				
"Persicaria senegalensis (L.) H.Gross ex Nakai"	"0920007809"	"2cd4p9h.e5t"	"2cd4p9h.e5t"	"Persicaria senegalensis (L.) H.Gross ex Nakai"	"Persicaria senegalensis"		"Persicaria senegalensis"				
"Epimedium pinnatum Fisch."	"0920007837"	"2cd4p9h.e64"	"2cd4p9h.e64"	"Epimedium pinnatum Fisch."	"Epimedium pinnatum"		"Epimedium pinnatum"				
"Digitalis lutea x purpurea = D. x fucata Ehrh."	"0920007852"	"2cd4p9h.e6d"	"2cd4p9h.e6d"	"Digitalis lutea x purpurea = D. x fucata Ehrh."	"Digitalis lutea x purpurea = D. x fucata"		"Digitalis lutea x purpurea = D. x fucata"				
"Populus nigra 'Italica' x laurifolia = P. x berolinensis (K.Koch) Dippel"	"Vas_22995"	"2cd4p9h.e6w"	"2cd4p9h.e6w"	"Populus nigra 'Italica' x laurifolia = P. x berolinensis (K.Koch) Dippel"	"Populus nigra 'Italica' x laurifolia = P. x berolinensis"		"Populus nigra 'Italica' x laurifolia = P. x berolinensis"				
"Rubus idaeus x phoenicolasius = R. x paxii Focke"	"0920007890"	"2cd4p9h.e6m"	"2cd4p9h.e6m"	"Rubus idaeus x phoenicolasius = R. x paxii Focke"	"Rubus idaeus x phoenicolasius = R. x paxii"		"Rubus idaeus x phoenicolasius = R. x paxii"				
"Dianthus gratianopolitanus x caryophyllus"	"0920007906"	"2cd4p9h.e6p"	"2cd4p9h.e6p"	"Dianthus gratianopolitanus x caryophyllus"	"Dianthus gratianopolitanus x caryophyllus"		"Dianthus gratianopolitanus x caryophyllus"				
"Juncus effusus x pallidus"	"0920007913"	"2cd4p9h.e6s"	"2cd4p9h.e6s"	"Juncus effusus x pallidus"	"Juncus effusus x pallidus"		"Juncus effusus x pallidus"				
"Lolium rigidum x temulentum"	"0920007917"	"2cd4p9h.e70"	"2cd4p9h.e70"	"Lolium rigidum x temulentum"	"Lolium rigidum x temulentum"		"Lolium rigidum x temulentum"				
"Rorippa palustris x sylvestris"	"0920007920"	"2cd4p9h.e73"	"2cd4p9h.e73"	"Rorippa palustris x sylvestris"	"Rorippa palustris x sylvestris"		"Rorippa palustris x sylvestris"				
"Solanum rostratum Dunal"	"0920007925"	"2cd4p9h.e76"	"2cd4p9h.e76"	"Solanum rostratum Dunal"	"Solanum rostratum"		"Solanum rostratum"				
"Abies nordmanniana (Steven) Spach"	"0920007927"	"2cd4p9h.e79"	"2cd4p9h.e79"	"Abies nordmanniana (Steven) Spach"	"Abies nordmanniana"		"Abies nordmanniana"				
"Amaranthus thunbergii Moq."	"0920007942"	"2cd4p9h.e7c"	"2cd4p9h.e7c"	"Amaranthus thunbergii Moq."	"Amaranthus thunbergii"		"Amaranthus thunbergii"				
"Atriplex muelleri Benth."	"0920007964"	"2cd4p9h.e7v"	"2cd4p9h.e7v"	"Atriplex muelleri Benth."	"Atriplex muelleri"		"Atriplex muelleri"				
"Calotis lappulacea Benth."	"0920007981"	"2cd4p9h.e7r"	"2cd4p9h.e7r"	"Calotis lappulacea Benth."	"Calotis lappulacea"		"Calotis lappulacea"				
"Dentaria pinnata Lam."	"0920007986"	"2cd4p9h.e7z"	"2cd4p9h.7mm1f3"	"Cardamine heptaphylla (Vill.) O.E.Schulz"	"Cardamine heptaphylla"		"Dentaria pinnata"				
"Cardamine heptaphylla (Vill.) O.E.Schulz"	"0920007986"	"2cd4p9h.e7z"	"2cd4p9h.e7z"	"Cardamine heptaphylla (Vill.) O.E.Schulz"	"Cardamine heptaphylla"		"Cardamine heptaphylla"				
"Chenopodium striatum (Krasan) Murr"	"0920008000"	"2cd4p9h.e82"	"2cd4p9h.7mm115"	"Chenopodium strictum Roth"	"Chenopodium strictum"		"Chenopodium striatum"				
"Chenopodium strictum Roth"	"0920008000"	"2cd4p9h.e82"	"2cd4p9h.e82"	"Chenopodium strictum Roth"	"Chenopodium strictum"		"Chenopodium strictum"				
"Clethra arborea Aiton"	"0920008012"	"2cd4p9h.e88"	"2cd4p9h.e88"	"Clethra arborea Aiton"	"Clethra arborea"		"Clethra arborea"				
"Datura ferox L."	"0920008035"	"2cd4p9h.e8b"	"2cd4p9h.e8b"	"Datura ferox L."	"Datura ferox"		"Datura ferox"				
"Diplotaxis viminea (L.) DC."	"0920008048"	"2cd4p9h.e8e"	"2cd4p9h.e8e"	"Diplotaxis viminea (L.) DC."	"Diplotaxis viminea"		"Diplotaxis viminea"				
"Erigeron speciosus (Lindl.) DC."	"0920008056"	"2cd4p9h.e8h"	"2cd4p9h.e8h"	"Erigeron speciosus (Lindl.) DC."	"Erigeron speciosus"		"Erigeron speciosus"				
"Erodium malacoides (L.) L'Hér."	"0920008061"	"2cd4p9h.e8k"	"2cd4p9h.e8k"	"Erodium malacoides (L.) L'Hér."	"Erodium malacoides"		"Erodium malacoides"				
"Eucalyptus gunnii Hook.f."	"0920008065"	"2cd4p9h.e8n"	"2cd4p9h.e8n"	"Eucalyptus gunnii Hook.f."	"Eucalyptus gunnii"		"Eucalyptus gunnii"				
"Eucalyptus urnigera Hook.f."	"0920008067"	"2cd4p9h.e8q"	"2cd4p9h.e8q"	"Eucalyptus urnigera Hook.f."	"Eucalyptus urnigera"		"Eucalyptus urnigera"				
"Glycine max (L.) Merr."	"0920008076"	"2cd4p9h.e91"	"2cd4p9h.e91"	"Glycine max (L.) Merr."	"Glycine max"		"Glycine max"				
"Ipomoea hederacea Jacq."	"0920008095"	"2cd4p9h.e94"	"2cd4p9h.e94"	"Ipomoea hederacea Jacq."	"Ipomoea hederacea"		"Ipomoea hederacea"				
"Ismelia carinata (Schousb.) Sch.Bip."	"0920008100"	"2cd4p9h.e9a"	"2cd4p9h.e9a"	"Ismelia carinata (Schousb.) Sch.Bip."	"Ismelia carinata"		"Ismelia carinata"				
"Lathyrus odoratus L."	"0920008109"	"2cd4p9h.e9d"	"2cd4p9h.e9d"	"Lathyrus odoratus L."	"Lathyrus odoratus"		"Lathyrus odoratus"				
"Limonium platyphyllum Lincz."	"0920008115"	"2cd4p9h.e9g"	"2cd4p9h.e9g"	"Limonium platyphyllum Lincz."	"Limonium platyphyllum"		"Limonium platyphyllum"				
"Limonium latifolium (Sm.) Kuntze, non Moench"	"0920008115"	"2cd4p9h.e9g"	"2cd4p9h.7mm33d"	"Limonium platyphyllum Lincz."	"Limonium platyphyllum"		"Limonium latifolium"				
"Matthiola tricuspidata (L.) W.T.Aiton"	"0920008130"	"2cd4p9h.e9w"	"2cd4p9h.e9w"	"Matthiola tricuspidata (L.) W.T.Aiton"	"Matthiola tricuspidata"		"Matthiola tricuspidata"				
"Metasequoia glyptostroboides Hu & W.C.Cheng"	"0920008136"	"2cd4p9h.e9p"	"2cd4p9h.e9p"	"Metasequoia glyptostroboides Hu & W.C.Cheng"	"Metasequoia glyptostroboides"		"Metasequoia glyptostroboides"				
"Mirabilis jalapa L."	"0920008137"	"2cd4p9h.ea0"	"2cd4p9h.ea0"	"Mirabilis jalapa L."	"Mirabilis jalapa"		"Mirabilis jalapa"				
"Nicotiana alata Link & Otto"	"0920008145"	"2cd4p9h.ea3"	"2cd4p9h.ea3"	"Nicotiana alata Link & Otto"	"Nicotiana alata"		"Nicotiana alata"				
"Nonea rosea (M.Bieb.) Link"	"0920008151"	"2cd4p9h.ea6"	"2cd4p9h.ea6"	"Nonea rosea (M.Bieb.) Link"	"Nonea rosea"		"Nonea rosea"				
"Physalis ixocarpa Brot. ex Hornem."	"0920008169"	"2cd4p9h.ea9"	"2cd4p9h.ea9"	"Physalis ixocarpa Brot. ex Hornem."	"Physalis ixocarpa"		"Physalis ixocarpa"				
"Pulmonaria angustifolia L."	"0920008186"	"2cd4p9h.eac"	"2cd4p9h.eac"	"Pulmonaria angustifolia L."	"Pulmonaria angustifolia"		"Pulmonaria angustifolia"				
"Sedum cepaea L."	"0920008212"	"2cd4p9h.eaf"	"2cd4p9h.eaf"	"Sedum cepaea L."	"Sedum cepaea"		"Sedum cepaea"				
"Sidalcea hendersonii (DC.) S. Watson"	"0920008221"	"2cd4p9h.eax"	"2cd4p9h.eax"	"Sidalcea hendersonii (DC.) S. Watson"	"Sidalcea hendersonii"		"Sidalcea hendersonii"				
"Trigonella foenum-graecum L."	"0920008265"	"2cd4p9h.eaz"	"2cd4p9h.eaz"	"Trigonella foenum-graecum L."	"Trigonella foenum-graecum"		"Trigonella foenum-graecum"				
"Tropaeolum peregrinum L."	"0920008266"	"2cd4p9h.eb2"	"2cd4p9h.eb2"	"Tropaeolum peregrinum L."	"Tropaeolum peregrinum"		"Tropaeolum peregrinum"				
"Griselinia G.Forst."	"0920008325"	"2cd4p9h.eb5"	"2cd4p9h.eb5"	"Griselinia G.Forst."	"Griselinia"		"Griselinia"				
"Yucca L."	"0920008405"	"2cd4p9h.eb8"	"2cd4p9h.eb8"	"Yucca L."	"Yucca"		"Yucca"				
"Bergenia Moench"	"0920008474"	"2cd4p9h.ebb"	"2cd4p9h.ebb"	"Bergenia Moench"	"Bergenia"		"Bergenia"				
"Quercus palustris Münchh."	"0920008618"	"2cd4p9h.ebe"	"2cd4p9h.ebe"	"Quercus palustris Münchh."	"Quercus palustris"		"Quercus palustris"				
"Sempervivum montanum L."	"0920008743"	"2cd4p9h.ebh"	"2cd4p9h.ebh"	"Sempervivum montanum L."	"Sempervivum montanum"		"Sempervivum montanum"				
"Sisymbrium septulatum DC."	"0920008799"	"2cd4p9h.ebk"	"2cd4p9h.ebk"	"Sisymbrium septulatum DC."	"Sisymbrium septulatum"		"Sisymbrium septulatum"				
"Stachys cretica L."	"0920008854"	"2cd4p9h.ebn"	"2cd4p9h.ebn"	"Stachys cretica L."	"Stachys cretica"		"Stachys cretica"				
"Stipa verticillata Nees ex Spreng."	"0920008881"	"2cd4p9h.ebq"	"2cd4p9h.ebq"	"Stipa verticillata Nees ex Spreng."	"Stipa verticillata"		"Stipa verticillata"				
"Berberis jamesiana Forrest & W.W.Sm."	"0920009537"	"2cd4p9h.ec1"	"2cd4p9h.ec1"	"Berberis jamesiana Forrest & W.W.Sm."	"Berberis jamesiana"		"Berberis jamesiana"				
"Eryngium bourgatii Gouan"	"0920009554"	"2cd4p9h.eca"	"2cd4p9h.eca"	"Eryngium bourgatii Gouan"	"Eryngium bourgatii"		"Eryngium bourgatii"				
"Paeonia suffruticosa Andrews"	"0920009561"	"2cd4p9h.ecd"	"2cd4p9h.ecd"	"Paeonia suffruticosa Andrews"	"Paeonia suffruticosa"		"Paeonia suffruticosa"				
